V1	sum
k101_17398	1707
k101_1740	485
k101_174007	27768
k101_174011	22
k101_174019	260
k101_17406	50
k101_174064	60
k101_174066	77
k101_17407	18
k101_174070	102
k101_174098	85
k101_17412	172
k101_17415	847
k101_174155	1004
k101_17416	1224
k101_174201	412
k101_174202	79
k101_17421	476
k101_174211	87
k101_174213	119
k101_174218	34
k101_174225	34
k101_17423	110
k101_17424	211
k101_174261	103
k101_174307	72
k101_17431	77
k101_174318	142
k101_17432	760
k101_174346	50
k101_17439	600
k101_174397	85
k101_17440	233
k101_17441	45
k101_174414	193
k101_17442	371
k101_174435	1268
k101_174469	24
k101_174471	179
k101_174474	162
k101_174480	330
k101_174483	67
k101_174492	71
k101_174504	45
k101_17451	100
k101_174529	2443
k101_174564	52
k101_174567	445
k101_174574	42
k101_17458	8664
k101_17460	66
k101_174607	116
k101_17464	402
k101_174659	68
k101_17466	65
k101_17468	41
k101_174701	103
k101_174707	317
k101_17471	141
k101_174712	12859
k101_174724	1019
k101_174732	20034
k101_17474	196
k101_174742	39
k101_17476	65
k101_17477	28
k101_174785	120
k101_174787	2110
k101_174794	98
k101_17480	94
k101_174801	121
k101_174811	91
k101_174831	55
k101_174845	200
k101_174848	140
k101_174849	160
k101_174852	175
k101_174861	104
k101_17489	1905
k101_174894	112
k101_1749	190
k101_17494	791
k101_174949	8858
k101_174969	103
k101_1750	794
k101_175001	32
k101_175003	80758
k101_175007	707
k101_175018	117
k101_17503	92
k101_175031	76
k101_175041	163
k101_17505	435
k101_175055	50
k101_175074	193
k101_175092	154
k101_175107	101
k101_175115	406
k101_175128	49
k101_175146	121
k101_175148	118
k101_17515	3498
k101_17516	3321
k101_175173	29
k101_175176	57
k101_175182	483
k101_175183	42
k101_17522	161
k101_17523	125
k101_175240	95
k101_175247	39
k101_175249	212
k101_175277	40
k101_175278	121
k101_17528	773
k101_175284	80
k101_175288	48
k101_17529	122
k101_175292	55
k101_175322	298
k101_175336	219
k101_175359	130
k101_17537	44
k101_175371	59
k101_17539	570
k101_175392	2911
k101_17541	39
k101_175433	42
k101_175463	182
k101_175468	30
k101_17548	75
k101_175506	185
k101_17552	420
k101_17553	131
k101_17555	50
k101_175566	37
k101_175569	32
k101_17557	235
k101_17558	76
k101_175586	53
k101_175598	60
k101_17560	159
k101_17561	70
k101_175624	8932
k101_17564	4768
k101_175646	32
k101_17565	251
k101_17569	194
k101_175694	89
k101_17575	125
k101_175751	55
k101_175755	138
k101_17576	529
k101_17577	840
k101_175774	33
k101_175794	120
k101_175795	32
k101_175798	329
k101_175810	70
k101_175817	50
k101_175839	54
k101_175854	291
k101_17586	250
k101_175885	155
k101_17590	99
k101_175902	159
k101_175948	2464
k101_175997	98
k101_176	412
k101_1760	58
k101_176001	475
k101_176006	64
k101_176017	28
k101_17603	55
k101_176031	140
k101_17604	383
k101_176049	43
k101_176122	478
k101_176132	44
k101_176140	33
k101_176165	43
k101_176169	185
k101_176175	117
k101_176192	220
k101_17622	34
k101_176223	40
k101_176263	95
k101_176264	343
k101_176268	163
k101_17631	343
k101_17632	189
k101_176341	52
k101_17636	150
k101_176362	27
k101_176367	161432
k101_17639	52
k101_176405	108
k101_17641	148
k101_17644	4843
k101_176445	272
k101_176467	30
k101_176488	54
k101_176491	35
k101_176499	519
k101_17652	67
k101_176535	1326
k101_176549	430
k101_176553	39
k101_176562	74
k101_176578	68
k101_176583	58
k101_176638	58
k101_17664	154
k101_176665	89
k101_176674	83
k101_176685	54
k101_176730	232
k101_176734	194
k101_176820	81
k101_17685	145
k101_17688	86
k101_176889	59
k101_176890	87
k101_176960	80
k101_176963	316
k101_17699	94
k101_176999	96
k101_177008	114
k101_17701	500
k101_17706	35
k101_177066	64
k101_177067	445
k101_177098	90
k101_177123	75
k101_177133	134
k101_17718	627
k101_177181	183
k101_177221	3029
k101_177226	61
k101_17724	412
k101_17725	425
k101_177254	521
k101_17726	171
k101_177287	182
k101_177323	244
k101_177341	108
k101_17736	36
k101_17737	459
k101_177395	33
k101_17740	320384
k101_177414	54
k101_177470	455
k101_177478	181
k101_177491	181
k101_177498	104
k101_177500	169
k101_177520	147810
k101_177523	105
k101_177537	109
k101_17755	218
k101_177552	74
k101_177555	17
k101_17757	114
k101_177571	55
k101_177596	451
k101_17760	38
k101_17761	113
k101_177611	70
k101_17762	407
k101_177628	927
k101_177629	33
k101_177670	764
k101_177671	158
k101_177718	24
k101_17773	159
k101_177749	54
k101_17775	60
k101_177768	114
k101_17777	2010
k101_177773	260
k101_177813	90
k101_177820	877
k101_177850	98
k101_177855	25
k101_17786	40
k101_177885	75
k101_177888	879
k101_177891	663
k101_177899	220
k101_177912	14831
k101_177924	106
k101_177934	192
k101_17794	1078
k101_177941	262
k101_17797	343
k101_17800	178
k101_178029	2039
k101_17808	167
k101_17809	42
k101_178093	89
k101_178095	7063
k101_178120	126
k101_178126	101
k101_178147	142
k101_17815	60
k101_1782	23
k101_17820	90
k101_178221	236
k101_17829	320
k101_178301	322
k101_178303	30348
k101_178311	67
k101_178314	44
k101_17832	435
k101_178340	145
k101_178358	149
k101_17836	76
k101_17837	98
k101_17842	329
k101_178427	109
k101_17844	204
k101_178440	116
k101_178443	14971
k101_178449	32
k101_178462	83
k101_178472	80
k101_17848	326
k101_178489	43
k101_178495	100
k101_1785	132
k101_178500	331
k101_17851	1440
k101_178528	246
k101_17853	870
k101_17855	182
k101_17856	191
k101_17862	43
k101_17863	435
k101_17866	84
k101_178666	379
k101_17867	627
k101_17868	63
k101_178690	40
k101_1787	599
k101_178701	2163
k101_178718	118
k101_178721	7639
k101_178740	101
k101_17875	103
k101_17878	140
k101_178803	483
k101_178822	33
k101_17883	197
k101_17884	139
k101_178860	53
k101_1789	42
k101_17890	187
k101_17891	270
k101_178947	35
k101_178948	731
k101_178962	200
k101_178971	37
k101_178976	279
k101_178977	87
k101_17899	121
k101_178990	35
k101_1790	130
k101_17901	68
k101_179010	815
k101_179041	68
k101_179050	3854
k101_17906	532
k101_179079	77
k101_17909	89
k101_17910	86
k101_17912	308
k101_179128	36
k101_17913	45
k101_179149	42
k101_179163	22
k101_179166	34
k101_179191	438
k101_179224	52
k101_179239	139
k101_179247	87
k101_17927	884
k101_179282	144
k101_179287	498
k101_179335	744
k101_179337	156
k101_179340	61
k101_179348	159
k101_17937	10927
k101_179370	113
k101_179373	142
k101_17940	28
k101_17941	4059
k101_179426	78
k101_179452	36
k101_17946	321
k101_179498	19
k101_17958	744
k101_17959	61
k101_17960	214
k101_17961	63
k101_17962	516
k101_17963	262
k101_179632	113
k101_179648	144
k101_17966	113
k101_179667	203
k101_179670	100
k101_179674	35
k101_179677	85
k101_179693	53
k101_17970	51
k101_179741	25
k101_179756	62
k101_179766	417
k101_17977	98
k101_179771	44
k101_179799	72
k101_1798	66
k101_17982	2076
k101_179839	69
k101_179841	200
k101_179854	18
k101_179858	144
k101_179864	187
k101_179866	123
k101_179895	357
k101_179906	27
k101_17991	31
k101_17993	87
k101_17994	119
k101_17995	77968
k101_18003	61
k101_180043	172
k101_180044	406
k101_18005	11433
k101_180084	224
k101_18010	57
k101_180106	38
k101_18011	147
k101_18012	755
k101_180131	113987
k101_180134	1791
k101_180139	95
k101_180147	755
k101_18017	65
k101_180184	50
k101_180192	338
k101_18020	177
k101_18022	618
k101_18023	212
k101_18024	421
k101_180255	197
k101_1803	1082
k101_18030	149
k101_180302	45
k101_180322	24
k101_18033	1371
k101_180339	77
k101_18035	173
k101_180357	150
k101_180385	71
k101_1804	493
k101_180407	143
k101_180427	23141
k101_18043	461
k101_180449	37
k101_180456	179
k101_180471	4872
k101_180473	92
k101_180487	78
k101_180499	117
k101_180506	252
k101_180512	258
k101_18052	975
k101_180528	33
k101_18054	91
k101_180608	105
k101_180645	29
k101_180669	811
k101_180676	152
k101_18068	64
k101_180697	1400
k101_180718	189
k101_180728	26
k101_18073	701
k101_180730	511
k101_180749	66
k101_180757	46
k101_180765	69
k101_180846	30
k101_180861	86
k101_180868	26
k101_18087	299
k101_18092	96
k101_180927	195
k101_180948	112
k101_18098	60
k101_180994	26
k101_181007	92
k101_181014	72
k101_181029	14420
k101_181049	52
k101_181060	89
k101_181092	29
k101_181094	60
k101_18110	965
k101_181101	23
k101_18112	83
k101_181128	269
k101_181140	26
k101_181141	31
k101_18119	360
k101_18120	649
k101_181207	214
k101_18122	586
k101_181227	130
k101_18123	92
k101_181236	134
k101_181238	27
k101_181240	114
k101_181250	58
k101_181277	46
k101_181289	81
k101_1813	112
k101_18130	6305
k101_181317	123
k101_18135	1244
k101_181353	679
k101_18137	25494
k101_18138	97
k101_18142	72
k101_181435	45
k101_181446	31
k101_18145	103
k101_181484	119
k101_18151	82
k101_181516	52
k101_181524	1182
k101_181530	1560
k101_181540	376
k101_18156	61
k101_18157	54
k101_181583	30
k101_181636	112
k101_181640	477
k101_1817	1567
k101_181708	331
k101_181710	153
k101_181716	216
k101_18173	327
k101_181742	39
k101_18177	179
k101_181799	90
k101_1818	116
k101_181862	70
k101_181879	52
k101_181884	40
k101_181892	69
k101_1819	97
k101_181900	89
k101_181919	38
k101_181925	200
k101_181988	677
k101_1820	96
k101_182000	127
k101_182020	25
k101_18203	257
k101_182032	40
k101_182043	215
k101_18205	1279
k101_182065	91
k101_18208	52
k101_182081	199
k101_182088	211
k101_182097	11618
k101_18210	140
k101_182102	304
k101_18211	147
k101_182118	141
k101_182120	112
k101_18218	64
k101_1822	2677
k101_182204	120
k101_182205	66
k101_182221	844
k101_182245	288
k101_18225	41
k101_182262	51
k101_182264	156
k101_182293	21
k101_182322	212
k101_18234	3027
k101_182347	98
k101_182355	27
k101_182413	26
k101_182442	43
k101_182459	79
k101_182472	62
k101_182474	285
k101_182490	33
k101_182529	151
k101_182544	30
k101_18255	61
k101_182556	122
k101_18256	221
k101_182577	516
k101_182597	167
k101_1826	165
k101_18262	303
k101_182625	263
k101_18267	270
k101_182671	53
k101_182692	91
k101_182712	30
k101_182718	41
k101_18273	116
k101_182748	89
k101_182752	105
k101_182775	33
k101_18279	432
k101_182835	152
k101_182865	209
k101_1829	174
k101_182914	58
k101_182930	292
k101_182932	155
k101_182933	120
k101_18294	52
k101_182950	63
k101_18298	329
k101_182993	84
k101_183017	28
k101_18302	141
k101_183026	106
k101_18303	262
k101_18304	27
k101_183073	92
k101_183084	261
k101_183103	346
k101_183110	85
k101_18314	343
k101_183149	243
k101_18315	9887
k101_18318	36
k101_1832	156
k101_183207	96
k101_183214	5136
k101_183231	171
k101_183233	55
k101_183247	70
k101_18325	56
k101_183279	129
k101_183298	157
k101_183317	271
k101_18333	20945
k101_183346	116
k101_183364	47
k101_183370	105
k101_18338	243
k101_183384	97
k101_1834	124
k101_18343	202
k101_183432	6227
k101_183435	163
k101_183461	339
k101_18347	103
k101_183477	351
k101_18348	182
k101_183497	658
k101_183505	75
k101_18351	51
k101_18352	38
k101_183524	135558
k101_183548	81
k101_183578	116
k101_183583	60
k101_1836	209
k101_18361	11086
k101_18363	103
k101_183651	41
k101_183653	11265
k101_183658	15
k101_18366	209
k101_183708	36
k101_183735	71
k101_18374	12527
k101_18375	104
k101_183753	191
k101_18376	385
k101_183767	89
k101_183774	958
k101_183778	427
k101_183799	150911
k101_183814	152
k101_183817	528
k101_18382	269
k101_183827	30
k101_18383	333
k101_18385	56
k101_183856	38
k101_18387	132
k101_18393	25693
k101_183936	174
k101_18394	271868
k101_183940	134
k101_183943	113
k101_18395	55
k101_183955	200
k101_183982	48
k101_184	75
k101_184029	44
k101_184033	174
k101_18408	6880
k101_18409	281
k101_18410	204
k101_184102	1580
k101_184104	64
k101_18412	32
k101_184128	142
k101_18413	121
k101_184136	90
k101_18415	11676
k101_184159	33
k101_184160	651
k101_184161	426
k101_184180	100
k101_184188	20
k101_18423	90
k101_184238	40
k101_18424	31
k101_18426	51
k101_184268	812
k101_184286	52
k101_18431	2564
k101_18434	858
k101_184343	62502
k101_18436	1894
k101_18440	110
k101_184443	45
k101_184446	240
k101_18447	221388
k101_184488	303
k101_1845	199
k101_184516	44
k101_184537	193894
k101_18454	225
k101_184540	122
k101_184547	78
k101_184553	137
k101_184566	40
k101_18457	249
k101_184572	87
k101_18458	90
k101_184585	20
k101_184587	366
k101_184590	228
k101_184600	54
k101_184612	88
k101_184613	91
k101_184638	167
k101_184660	91
k101_184697	102
k101_184698	145062
k101_18471	122
k101_184716	132
k101_18472	25
k101_184724	54
k101_184726	37
k101_18473	60
k101_18477	282
k101_184792	28
k101_184811	516
k101_184815	455
k101_184829	166
k101_184862	98
k101_184871	94
k101_18488	97
k101_184916	178
k101_18492	29
k101_184934	182
k101_184940	49
k101_184953	375471
k101_184955	46
k101_18498	69
k101_18499	163937
k101_18501	2914
k101_18505	122
k101_18506	142
k101_185078	5132
k101_185080	119
k101_185088	328
k101_18509	328
k101_185094	116
k101_1851	242
k101_185116	37
k101_18512	26
k101_18514	188
k101_185143	69
k101_185145	175
k101_18517	85
k101_185171	207
k101_18518	363
k101_185191	2256
k101_185196	60
k101_18522	101
k101_18523	142
k101_18524	45
k101_185252	752
k101_18528	244
k101_185308	596
k101_185315	131
k101_18534	76
k101_185341	146
k101_18535	74
k101_185369	52
k101_185375	16
k101_185377	146
k101_185384	99
k101_185405	31
k101_185413	61
k101_185415	49
k101_185438	56
k101_185454	87
k101_185456	106
k101_18547	63
k101_18548	66
k101_185492	46
k101_18551	237
k101_18556	369
k101_185568	37
k101_18557	76
k101_185575	111
k101_185592	127
k101_185599	42
k101_185601	126
k101_185625	183
k101_185632	32
k101_185637	51
k101_185644	32
k101_185672	34
k101_185676	53
k101_185694	69
k101_18570	413
k101_185707	469
k101_18571	48
k101_185718	697
k101_185733	33
k101_185791	270
k101_1858	401
k101_18581	167
k101_18583	334
k101_185846	31
k101_185853	278
k101_185880	324
k101_185884	26974
k101_185897	74
k101_1859	999
k101_185901	47
k101_18591	243
k101_185943	52
k101_185972	48
k101_185986	82
k101_186018	18
k101_186031	205
k101_186051	1780
k101_186093	74
k101_18610	132
k101_186116	145
k101_186127	64
k101_186129	55
k101_186138	165
k101_186141	35
k101_186144	75149
k101_186214	25
k101_18624	63
k101_18625	197
k101_186267	247
k101_186273	877
k101_18628	1320
k101_18629	57
k101_186290	88
k101_18630	1176
k101_18631	508
k101_186318	57
k101_186329	38
k101_18633	69
k101_18634	4032
k101_186356	174
k101_186363	120
k101_18637	39
k101_186375	27
k101_1864	34
k101_186401	116
k101_186406	263
k101_186439	47
k101_186454	9439
k101_186455	33
k101_186463	100
k101_18647	849
k101_186475	63
k101_186507	444
k101_18651	154
k101_186557	499
k101_186581	94
k101_1866	66
k101_18662	58
k101_186624	17
k101_186638	445
k101_186644	904
k101_186648	297
k101_186649	34
k101_18665	766
k101_186651	657
k101_186654	32
k101_18666	82
k101_186660	33
k101_186669	100
k101_18667	226
k101_186697	324
k101_186702	40
k101_186715	53
k101_186760	35
k101_186766	76
k101_186788	214
k101_186814	57
k101_18683	75
k101_186846	179
k101_186847	410
k101_186849	23
k101_18685	34
k101_186860	32
k101_186873	110
k101_18688	682
k101_186897	30
k101_186910	70
k101_186919	66
k101_186923	60
k101_186924	87
k101_18703	46
k101_187038	56
k101_18706	51
k101_187068	77
k101_187072	28
k101_187096	19
k101_1871	307
k101_18711	189
k101_18712	65
k101_187145	309
k101_18716	85
k101_187162	20438
k101_187164	60
k101_187165	32
k101_187174	147
k101_18718	41
k101_187192	95
k101_18721	218
k101_18722	1209
k101_187223	311
k101_187230	34
k101_18726	79
k101_187278	38
k101_187290	452
k101_187317	61
k101_18733	95
k101_187347	55
k101_187365	1105
k101_18737	81
k101_187379	247
k101_1874	85
k101_187404	446
k101_187408	85
k101_18741	220
k101_187439	190
k101_18744	47
k101_187444	55
k101_187460	850
k101_187473	22
k101_187491	9772
k101_187530	379
k101_187539	78
k101_187555	57
k101_18756	30
k101_187588	409
k101_18761	132
k101_187683	46
k101_187690	108
k101_18771	39
k101_187718	111
k101_187743	50
k101_18775	56695
k101_187764	444
k101_187779	173
k101_18778	31
k101_187783	2878
k101_18779	35
k101_187814	131
k101_18784	96
k101_187840	1227
k101_187846	92
k101_187848	38
k101_187850	379
k101_18786	60
k101_18788	162
k101_187885	147
k101_18790	49
k101_187912	43
k101_187913	24
k101_187993	40
k101_188006	67
k101_188026	49
k101_188028	179
k101_188031	241
k101_188041	58
k101_188046	47
k101_188047	33
k101_18805	54194
k101_188050	84
k101_18806	71
k101_188065	736
k101_188072	118
k101_18809	8860
k101_188092	26
k101_188108	23
k101_18811	85224
k101_188113	90
k101_188137	196
k101_188142	51
k101_18815	93
k101_188153	62
k101_188155	727
k101_188204	33
k101_188205	174
k101_18821	110
k101_188212	942
k101_18822	236
k101_188231	43
k101_18824	66
k101_188246	439
k101_188250	66
k101_18826	26
k101_188287	19
k101_188290	32
k101_18831	123
k101_18833	3506
k101_188341	394
k101_188361	81
k101_188372	104
k101_188460	69
k101_18847	74
k101_188473	65
k101_18848	71
k101_188484	68
k101_188492	72
k101_188534	69
k101_18854	160
k101_18856	133
k101_188572	174
k101_188597	38
k101_18864	43
k101_188645	360
k101_18866	425
k101_188699	63
k101_18870	25
k101_188721	54
k101_188743	299
k101_18875	150
k101_188773	253
k101_188811	54
k101_18882	165
k101_188821	554
k101_18883	48
k101_188830	44
k101_188834	69809
k101_18884	110
k101_188849	44
k101_18886	45
k101_188868	426
k101_188869	938
k101_188875	116
k101_188883	42
k101_188899	48
k101_188913	92551
k101_188918	2809
k101_188938	45
k101_188952	230
k101_18897	67
k101_188981	187
k101_189010	51
k101_189015	115
k101_18904	87
k101_189049	319
k101_189053	40
k101_189061	83
k101_189089	408
k101_189097	74
k101_18910	44
k101_18912	68
k101_189147	186
k101_189161	30
k101_189167	23293
k101_189173	40
k101_189182	203
k101_18919	253
k101_1892	620
k101_18920	98
k101_18923	10605
k101_189277	473
k101_18928	158
k101_189289	73
k101_189294	45
k101_18930	1715
k101_189317	158
k101_189340	98
k101_189351	43
k101_189354	92
k101_189384	23341
k101_18939	2350
k101_189432	363
k101_18944	305
k101_189456	166
k101_189477	364
k101_189504	516
k101_189511	103
k101_189534	82
k101_189535	41
k101_189539	316
k101_18954	40
k101_189569	46
k101_189578	46
k101_189599	357
k101_18960	198
k101_189612	248
k101_189618	53
k101_189629	138
k101_189633	219
k101_18969	78
k101_189709	64
k101_18972	85
k101_189748	181
k101_189766	8863
k101_18977	49
k101_18979	79
k101_18980	7843
k101_18981	67
k101_189825	76
k101_18983	215
k101_189842	110
k101_18985	185
k101_18986	158
k101_189863	283
k101_189866	46
k101_189873	45
k101_18988	669
k101_18989	30
k101_18991	118
k101_189913	127
k101_189917	597
k101_18997	163
k101_189980	319
k101_189990	63
k101_1900	160
k101_19000	5349
k101_190006	146
k101_190037	53
k101_190060	2060
k101_19007	379
k101_190077	980
k101_190078	100
k101_19008	151
k101_19009	326
k101_190094	29
k101_19010	280
k101_190121	103
k101_19014	3972
k101_19015	33
k101_190157	102
k101_190174	112
k101_190187	22
k101_1902	853
k101_190216	496
k101_190219	54
k101_190229	46
k101_19024	56
k101_190255	299
k101_19026	1030
k101_190261	612
k101_190271	27
k101_190286	114
k101_19031	144
k101_190329	300
k101_19033	223
k101_190332	3061
k101_19034	83
k101_19036	331
k101_190380	25
k101_190384	5792
k101_190413	44
k101_190419	154
k101_190437	23
k101_19045	64
k101_190450	85
k101_190470	33
k101_190483	7201
k101_190486	50
k101_190503	36
