V1	sum
k101_222281	105
k101_2223	586
k101_22230	319
k101_222313	104
k101_22235	32
k101_222383	168
k101_222386	62
k101_22239	77
k101_22241	48
k101_222436	67
k101_222450	193
k101_222478	58
k101_222488	121
k101_22249	31
k101_222527	11294
k101_222601	345
k101_222652	61
k101_2227	37
k101_222746	685
k101_222747	255
k101_22275	96
k101_22277	218
k101_22279	66
k101_22281	129
k101_222840	281
k101_222880	228
k101_222889	136
k101_2229	1103
k101_222906	44
k101_22292	334
k101_222965	2064
k101_22299	762
k101_22302	42
k101_223028	45
k101_223037	230
k101_22304	88
k101_22309	88
k101_223109	1914
k101_22311	33
k101_22312	60
k101_223188	35
k101_22319	108
k101_223198	21
k101_223245	161
k101_223250	62
k101_223258	174691
k101_22326	99
k101_223266	56
k101_2233	41
k101_223300	1289
k101_223305	89
k101_22331	34
k101_22334	325
k101_22335	334
k101_223370	261
k101_223386	115
k101_22339	41
k101_223425	48
k101_22343	99
k101_223432	99
k101_223462	48
k101_223475	337
k101_2235	249
k101_223522	367
k101_223528	3584
k101_22356	431
k101_22357	164
k101_223584	1128
k101_22359	290
k101_22360	134
k101_223606	82
k101_223694	383
k101_22370	353
k101_22372	41
k101_22373	67
k101_223744	776
k101_22376	119
k101_22384	264
k101_22390	70
k101_223904	44
k101_223922	45
k101_223952	63
k101_223974	181
k101_223975	602
k101_224	45
k101_22400	40
k101_224028	207
k101_224047	1096
k101_224056	158
k101_224058	91
k101_22407	396
k101_2241	107
k101_224104	110
k101_22411	91
k101_224122	26
k101_22413	1221
k101_224133	31
k101_224142	475
k101_224147	99
k101_22416	73
k101_224187	61
k101_22422	65
k101_224225	38
k101_22424	32
k101_224283	137
k101_224332	206
k101_224338	30
k101_224368	136
k101_22441	66
k101_224426	126
k101_224451	393
k101_224457	274
k101_224487	440
k101_22454	47
k101_22455	63
k101_224554	46
k101_22456	81
k101_22457	26
k101_224579	136
k101_2246	72
k101_22460	182
k101_22461	76
k101_224645	41
k101_224678	197
k101_224711	356
k101_224741	104
k101_224758	55
k101_22477	413
k101_224783	65
k101_224798	103
k101_224829	176
k101_224838	64
k101_22485	70
k101_22493	35
k101_224943	74
k101_22495	82820
k101_22500	36
k101_22504	81
k101_225084	71
k101_225090	337
k101_225101	85
k101_22514	46020
k101_225156	70
k101_225157	112
k101_22517	512
k101_22518	854
k101_225215	33
k101_22523	285
k101_22524	211
k101_22525	238
k101_225262	1226
k101_22528	152
k101_225290	144
k101_225293	54
k101_225299	139
k101_22530	1875
k101_225314	78
k101_225324	156
k101_22533	51
k101_225349	202
k101_225355	327
k101_22537	156399
k101_22538	30
k101_22542	85
k101_22544	39
k101_225448	71
k101_22545	105
k101_225470	828
k101_22549	177
k101_22552	1252
k101_225554	4655
k101_225557	30
k101_225569	48
k101_22557	268
k101_22558	53
k101_225588	5226
k101_2256	256
k101_225602	578
k101_225613	65
k101_225619	27
k101_22562	11707
k101_225620	75
k101_225630	77
k101_22564	82
k101_22566	427
k101_22567	271
k101_225688	7647
k101_225690	58
k101_2257	603
k101_225716	79
k101_225722	327
k101_225768	37
k101_225771	604
k101_225776	47
k101_225784	242
k101_225794	49
k101_22581	91
k101_225846	317
k101_225876	43
k101_22588	5427
k101_2259	158
k101_22591	248
k101_225926	42
k101_22596	58
k101_22600	476
k101_226002	77
k101_22601	28
k101_226030	92
k101_226037	238
k101_226046	36
k101_226059	60
k101_22608	122
k101_226141	311
k101_22615	367
k101_22616	170
k101_226170	37
k101_22618	54
k101_22619	292
k101_2262	291
k101_22620	483
k101_226225	33
k101_22624	37
k101_22626	630
k101_226263	28
k101_2263	158
k101_226319	156
k101_226328	26
k101_22633	119
k101_226331	318
k101_226334	27
k101_22634	76
k101_226352	367
k101_22637	29
k101_226380	27
k101_22642	1728
k101_226421	132
k101_226422	135
k101_22645	62
k101_22646	340
k101_226485	315
k101_226490	106
k101_226517	105
k101_226522	153
k101_226528	61
k101_226531	19823
k101_226536	31
k101_22654	424
k101_22655	78
k101_226550	465
k101_226556	223
k101_22657	127
k101_226577	121
k101_226592	125
k101_22660	281
k101_226622	38
k101_226638	71
k101_22664	76
k101_22669	7168
k101_226696	36
k101_2267	2324
k101_22671	95
k101_226788	32
k101_226815	34695
k101_226821	359
k101_226824	32
k101_226850	162
k101_226867	77
k101_22687	900
k101_22689	45
k101_226893	52
k101_2269	105
k101_22695	492
k101_22698	78
k101_2270	221
k101_22700	28
k101_22701	55
k101_22702	84
k101_227032	161
k101_227037	124
k101_22704	4994
k101_227043	219
k101_22706	16
k101_227092	62
k101_2271	93
k101_227100	155
k101_227112	1071
k101_22715	72
k101_227151	139
k101_22717	148
k101_227170	100
k101_22719	106
k101_227199	15
k101_227206	98
k101_227218	26
k101_227246	1821
k101_22728	83
k101_22729	314
k101_22731	125
k101_227322	27
k101_22734	538
k101_22738	8639
k101_22739	63
k101_22741	203
k101_227424	99
k101_22747	356
k101_227475	62
k101_22751	687
k101_227522	65
k101_22753	64
k101_227537	118
k101_22756	39
k101_227563	298
k101_227590	29
k101_22760	37
k101_227620	88
k101_22765	90
k101_227652	85
k101_227665	113
k101_227672	82
k101_227718	65
k101_22778	190
k101_227812	56
k101_227826	34
k101_22785	35695
k101_22786	51
k101_227866	366
k101_2279	91807
k101_227901	44
k101_227919	86
k101_227920	146
k101_227921	432
k101_22793	4116
k101_22794	61
k101_227955	51
k101_228033	100
k101_228035	33
k101_22806	1154
k101_22809	212
k101_22812	143
k101_228122	136
k101_22813	215
k101_228141	94
k101_228155	47
k101_228199	86
k101_22820	211
k101_22821	5742
k101_228212	41
k101_228216	255
k101_228237	895
k101_22825	53
k101_228259	24
k101_228260	175
k101_228267	93
k101_228269	24
k101_22828	204
k101_228281	25
k101_228308	65
k101_22832	754
k101_228325	59
k101_228364	76
k101_22838	165676
k101_22841	43
k101_22842	77
k101_228420	48
k101_228431	23
k101_228439	33
k101_22846	107
k101_22852	183
k101_228524	49
k101_22856	245
k101_228562	120
k101_228579	61
k101_22860	235
k101_228608	40
k101_22861	161
k101_228646	125
k101_228683	283
k101_22871	47
k101_228712	102
k101_228735	47
k101_22874	27
k101_22875	52
k101_228757	47
k101_228762	63
k101_228792	39
k101_22880	487
k101_228842	219
k101_228862	43
k101_228863	204
k101_228864	1508
k101_228871	56
k101_22889	547
k101_228894	303
k101_22892	126
k101_228961	78552
k101_228962	114
k101_2290	815
k101_229012	543
k101_22902	244
k101_229030	124
k101_229093	22
k101_22911	162
k101_229143	311
k101_229156	34
k101_22916	26
k101_22917	85
k101_22918	537
k101_22921	14
k101_229249	30
k101_22929	215
k101_229314	40
k101_229318	173
k101_22932	80
k101_229325	50
k101_229399	823
k101_229408	716
k101_229411	31
k101_229479	43
k101_22953	527
k101_229571	108
k101_22958	562
k101_22962	137
k101_229690	52
k101_229706	22
k101_22974	569
k101_229749	36
k101_229751	64
k101_22979	483
k101_22980	1226
k101_22982	72
k101_22984	718
k101_229852	194
k101_22991	89
k101_229911	50
k101_229912	199
k101_22992	57889
k101_229932	59
k101_2300	784
k101_23000	43
k101_230008	79
k101_230021	112
k101_23004	107
k101_230050	212
k101_23007	340
k101_230076	40
k101_230078	1410
k101_23010	87
k101_23011	69
k101_23013	515
k101_230147	214
k101_23016	55
k101_23017	11118
k101_23024	96
k101_23025	39750
k101_23026	669
k101_230281	2960
k101_2303	54
k101_23032	23
k101_230348	21
k101_23035	170
k101_230361	43
k101_230383	158
k101_230386	49
k101_2304	142
k101_230421	48
k101_230447	31
k101_23045	288
k101_230450	116
k101_230463	156
k101_23047	1407
k101_230482	987
k101_230502	70
k101_23060	1365
k101_23061	145
k101_230618	208
k101_230651	161
k101_23068	106
k101_23070	246198
k101_23072	355
k101_230723	272
k101_23073	36
k101_23076	84
k101_230789	1220
k101_23082	107
k101_230862	72
k101_23091	270
k101_230947	178
k101_230949	71
k101_230967	128
k101_23098	118
k101_23102	22389
k101_231022	104
k101_231052	279
k101_231079	66
k101_23109	55450
k101_23112	51
k101_231136	53
k101_231176	69
k101_231180	17
k101_231201	50
k101_231208	69
k101_23121	251
k101_231212	113
k101_231224	87
k101_231248	429
k101_231269	120
k101_23128	143
k101_231291	36
k101_231299	86
k101_23130	131
k101_231300	31
k101_231328	58
k101_23134	325
k101_23137	64
k101_23141	154
k101_23147	57
k101_23149	31
k101_23150	23363
k101_231509	52
k101_23151	90
k101_23153	44
k101_23155	748
k101_231551	36
k101_23156	363
k101_23157	124
k101_23160	502
k101_231612	80
k101_23162	107
k101_231622	122
k101_23165	271
k101_231661	34
k101_231680	107
k101_231689	236
k101_231767	183
k101_23177	269
k101_23179	154
k101_23180	51
k101_23181	1549
k101_231819	110
k101_231828	35
k101_231841	266
k101_231845	72
k101_23186	199
k101_231880	180
k101_23190	624
k101_231925	55
k101_231948	71
k101_231965	58
k101_231973	40
k101_23198	334
k101_23199	218
k101_23201	11264
k101_232010	143
k101_232014	45
k101_232035	172
k101_232054	181
k101_23206	59
k101_23207	4259
k101_232071	102
k101_23209	189
k101_232091	17
k101_232092	206
k101_232153	29
k101_23216	384
k101_232160	118
k101_232162	13001
k101_23219	2001
k101_23223	800
k101_232236	431
k101_23229	19
k101_232321	42
k101_232324	34
k101_23235	243
k101_232350	18
k101_23237	43
k101_23241	63
k101_23242	5456
k101_232422	30
k101_232434	79
k101_232446	48
k101_23247	26080
k101_232502	44
k101_23251	37565
k101_232511	41
k101_23255	502
k101_232580	33
k101_232586	350
k101_2326	108
k101_23261	109
k101_232618	237
k101_232628	201
k101_23263	31
k101_232659	677
k101_23267	30
k101_232679	114
k101_23268	12785
k101_232689	567
k101_232690	60
k101_232713	2964
k101_232745	214
k101_232761	130
k101_232796	99
k101_2328	36
k101_232810	87471
k101_23286	55
k101_23288	41054
k101_23291	66
k101_23293	28
k101_232941	34
k101_232942	133
k101_23296	1271
k101_233016	419
k101_233020	123
k101_233036	122
k101_23308	183
k101_23309	268
k101_233098	66
k101_2331	64
k101_233113	43
k101_23314	1032
k101_23315	33
k101_233174	358
k101_23318	61
k101_2332	42
k101_233207	26915
k101_233243	256
k101_23327	17791
k101_23328	190
k101_233281	8542
k101_233291	50
k101_23333	195
k101_233356	182
k101_23339	78
k101_233397	113
k101_23341	62
k101_233414	163
k101_23343	48
k101_23345	64
k101_233450	103
k101_233461	19
k101_23349	20
k101_233491	10195
k101_233495	64
k101_233562	113
k101_233563	46
k101_23364	378
k101_233644	396
k101_233652	48
k101_233668	57
k101_233714	343
k101_233737	20
k101_233750	314
k101_23376	104
k101_233790	41
k101_23380	414
k101_23381	141
k101_233853	46
k101_233858	37
k101_233860	344
k101_23388	354
k101_2339	125
k101_23391	45
k101_233912	22
k101_233922	24
k101_23393	181
k101_233955	256
k101_23397	179
k101_23398	1451
k101_233984	139
k101_234057	40
k101_234068	626
k101_2341	74
k101_23411	538
k101_23412	116
k101_234128	233
k101_23413	178
k101_23414	219
k101_234146	33
k101_23420	2656
k101_234204	88
k101_234218	30
k101_234232	33
k101_23425	559
k101_234259	146
k101_234263	386
k101_234285	362
k101_2343	83
k101_23430	216
k101_234315	126
k101_23432	97
k101_234338	55
k101_234348	2097
k101_23435	248
k101_234352	33
k101_234405	248
k101_234436	141
k101_23447	25
k101_23449	162232
k101_234500	73
k101_23453	18
k101_234536	128824
k101_234548	601978
k101_234595	55
k101_2346	2109
k101_23460	90
k101_234626	447
k101_234646	16
k101_234653	1075
k101_234682	44
k101_234684	203
k101_23469	310
k101_2347	46
k101_234718	136
k101_234719	215
k101_234723	63
k101_234824	376
k101_23483	147
k101_234851	62
k101_234884	280
k101_2349	141
k101_23492	614
k101_23496	516
k101_234962	706
k101_23497	954
k101_23498	461
k101_234986	208
k101_235	61
k101_235013	121
k101_23502	9002
k101_235027	45
k101_23504	34
k101_23506	52
k101_235068	125
k101_235100	80
k101_23513	59
k101_235134	55
k101_23514	4098
k101_235151	32
k101_23517	103
k101_23519	335
k101_2352	99
k101_23520	540
k101_235235	179
k101_235258	321
k101_235318	40
k101_23532	104
k101_235346	476
k101_23536	255
k101_235443	140
k101_235454	23
k101_235466	31
k101_23550	2062
k101_235508	10052
k101_23551	273
k101_23552	51
k101_235551	1125
k101_23557	163
k101_235597	70
k101_2356	48
k101_235613	2355
k101_23565	160
k101_23567	104
k101_23569	308
k101_235709	256
k101_23571	85
k101_235735	185
k101_235741	83
k101_235763	31
k101_235765	146
k101_235778	61
k101_23578	105
k101_235785	27
k101_23584	83
k101_235890	25
k101_235950	526
k101_23601	108
k101_23607	69342
k101_236086	187
k101_236100	680
k101_236108	49
k101_236113	38
k101_236120	74
k101_236128	101
k101_236138	273
k101_23615	110
k101_23616	185
k101_236165	389
k101_236166	225
k101_23617	668
k101_236182	309
k101_236187	53
k101_2362	1365
k101_236209	31
k101_23621	31
k101_236217	67
k101_23622	598
k101_236243	56
k101_236251	27
k101_236258	87
k101_236295	140
k101_23630	262
k101_23633	50
k101_236346	442
k101_23639	21
k101_236403	165
k101_23641	106
k101_23644	151
k101_236457	319
k101_236549	201
k101_236553	136
k101_236586	51
k101_23661	49
k101_23664	192
k101_23669	1349
k101_2367	25
k101_23670	165
k101_236717	52
k101_236722	458
k101_236725	414
k101_23676	57
k101_236780	147
k101_236793	65
k101_23680	44
k101_236812	187
k101_23684	357
k101_236870	43
k101_236872	101553
k101_236889	46
k101_2369	44
k101_23693	98
k101_236938	87
k101_236955	31
k101_23696	283
k101_236968	20
k101_237	383
k101_2370	81
k101_23705	41
k101_23706	34
k101_237081	51
k101_23709	45
k101_23712	309
k101_237125	947
k101_23716	144
k101_23717	522
k101_23719	116
k101_23720	231
k101_23721	211
k101_23723	144
k101_23724	37
k101_237285	59
k101_237288	328
k101_23729	736
k101_237306	162
k101_23731	1542
k101_23733	4888
k101_23739	745
k101_23741	636
k101_23743	73
k101_237448	27
k101_237461	46
k101_237463	343
k101_237466	175
k101_237483	209
k101_237488	28
k101_23750	11048
k101_237536	215
k101_237549	168
k101_23759	21
k101_2376	145
k101_237645	52
k101_23765	12888
k101_23768	649
k101_237684	54
k101_237702	137
k101_237720	171
k101_237725	328
k101_237751	33
k101_237774	124
k101_23782	12207
k101_237866	29
k101_23787	189
k101_237924	71
k101_237937	33
k101_23794	139
k101_23796	195
k101_23799	45
k101_238	49
k101_238003	121
k101_238016	110
k101_23804	32
k101_238043	458
k101_23805	103
k101_238053	34
k101_238084	72
k101_23809	363
k101_238094	166
k101_238113	1556
k101_238118	27
k101_238135	104
k101_23815	51
k101_238156	41
k101_23818	125
k101_23819	355
k101_238221	333
k101_238233	48
k101_238243	73
k101_238247	447
k101_23827	733
k101_238278	101
k101_238315	744
k101_23832	408
k101_238334	137
k101_23835	29
k101_238389	3581
k101_23839	109
k101_2384	366
k101_238415	54
k101_238492	5202
k101_23850	75
k101_23851	195
k101_238539	83
k101_238555	85
k101_238566	642
k101_23861	157
k101_238648	298
k101_238649	40
k101_23865	151
k101_238650	204
k101_238667	32
k101_23870	70
k101_238742	52
k101_23878	105
k101_238782	51
k101_238791	20
k101_238801	27
k101_23884	259
k101_23885	743
k101_23889	236
k101_2389	60
k101_238912	34
k101_238930	73
k101_238935	78
k101_238953	91
k101_238964	2677
k101_238977	41
k101_239	190
k101_23904	29
k101_23905	47
k101_23910	345
k101_239115	128
k101_23919	113
k101_239190	134
k101_239226	113
k101_239250	30
k101_2393	47
k101_23932	112
k101_23935	125
k101_23936	107
k101_239396	50
k101_2394	87
k101_23944	141
k101_239448	267
k101_23946	223
k101_23947	73
k101_239474	95
k101_239486	46
k101_239497	485
k101_239498	31
k101_2395	292
k101_239567	185
k101_23961	30
k101_239624	552
k101_239626	46
k101_239630	39
k101_23964	222
k101_23966	261
k101_239660	46
k101_239662	84
k101_239681	777
k101_239685	28
k101_239692	137
k101_2397	562
k101_23970	1519
k101_239747	63
k101_239764	235
k101_239783	92
k101_239796	103
k101_239799	84
k101_23980	98
k101_239805	24
k101_239807	61
k101_239815	22
k101_23982	46
k101_239871	34
k101_239897	106
k101_239907	69
k101_239921	24
k101_240039	271
k101_240052	25
k101_24011	275
k101_24012	50
k101_24013	776
k101_240132	332
k101_240172	88
k101_240197	63
k101_2402	171
k101_24020	93
k101_24021	402
k101_240236	422
k101_240237	425
k101_240241	118
k101_240269	35
k101_24027	103
k101_240279	713
k101_24030	401
k101_24035	75029
k101_24036	188
k101_240382	196
k101_240390	44
k101_2404	86
k101_240400	109
k101_24044	4148
k101_240470	338
k101_240480	547
k101_24049	1481
k101_240490	419
k101_240492	439
k101_2405	574
k101_24053	39
k101_24054	55
k101_24055	345
k101_24059	164
k101_240594	367
k101_24060	24
k101_240612	37
k101_240652	118
k101_240669	61
k101_240679	47
k101_240680	378
k101_24069	260
k101_240695	46
k101_24073	131
k101_240742	102
k101_24077	47
k101_240774	212978
k101_240785	304
k101_240819	94
k101_24082	404
k101_240821	171
k101_240896	127
k101_2409	25772
k101_24090	588
k101_24092	59
k101_240939	167
k101_24094	69
k101_240953	190
k101_240956	61
k101_240959	580
k101_24096	598263
k101_240974	43
k101_241	117
k101_24100	23
k101_241011	114
k101_241031	192
k101_24105	667
k101_24109	3134
k101_241091	87797
k101_2411	218
k101_241101	40
k101_241131	156
k101_241149	144
k101_241167	34
k101_24117	26
k101_24118	207
k101_241223	65
k101_241233	242
k101_241234	115
k101_241240	23
k101_24126	166
k101_241266	34
k101_24127	349
k101_24130	1921
k101_24131	66
k101_241334	69
k101_241367	165
k101_241394	535
k101_24142	30
k101_241449	412
k101_241460	126
k101_24147	86
k101_241481	78
k101_241497	452
k101_241518	485
k101_241524	48
k101_241539	47
k101_24158	578
k101_241590	686
k101_241604	674399
k101_241608	95
k101_241620	104
k101_241653	37
k101_241664	162
k101_24167	751
k101_24168	1178
k101_241744	189
k101_241758	82
k101_241772	320
k101_24180	6776
k101_24181	45
k101_241824	42
k101_241836	45
k101_24184	230
k101_24185	495
k101_241858	309
k101_24186	30
k101_24189	97
k101_2419	86
k101_241901	101
k101_241910	139
k101_241919	153
k101_241981	291
k101_2420	288
k101_242039	85
k101_242077	18637
k101_242087	28
k101_242113	98
k101_24212	34
k101_24213	346
k101_24216	5078
k101_242193	73
k101_242233	50
k101_242260	155
k101_242292	150
k101_24230	519
k101_242300	49
k101_242307	83
k101_242335	61
k101_24235	39
k101_242359	794
k101_242380	62
k101_242383	134
k101_24240	2346
k101_242402	360
k101_24241	85
k101_242411	532
k101_242454	21
k101_2425	830
k101_242541	315
k101_242542	393
k101_24255	50
k101_242557	30
k101_242563	213
k101_2426	39
k101_242611	19
k101_24265	6861
k101_242659	29
k101_242668	90
k101_24267	62
k101_24268	32
k101_24271	14429
k101_24272	52012
k101_24274	74
k101_242759	70
k101_242773	78
k101_242790	506
k101_2428	633
k101_24282	141059
k101_24283	250
k101_24285	52
k101_24287	170
k101_242917	226
k101_242922	59
k101_242959	120
k101_24298	77
k101_24301	179015
k101_243016	54
k101_24302	234
k101_243041	58
k101_24312	37
k101_243131	207
k101_243147	141
k101_24317	971
k101_243188	207
k101_243192	7780
k101_2432	105
k101_24320	280847
k101_243204	162
k101_243214	118
k101_24323	29
k101_24327	408
k101_24328	51
k101_24329	744
k101_2433	68
k101_243336	5365
k101_24335	187
k101_24340	108
k101_24341	92
k101_24342	246
k101_243457	67
k101_243480	35
k101_243502	99
k101_24351	114
k101_243511	40
k101_243514	523
k101_243560	124192
k101_243576	177
k101_243578	66
k101_24360	972
k101_24362	130
k101_243638	39
k101_24364	515
k101_24367	226
k101_243685	116
k101_243689	69
k101_2437	102
k101_24371	55
k101_243751	26
k101_243766	144
k101_24379	89
k101_243792	74
k101_243794	68
k101_24380	54
k101_24390	3519
k101_24393	74
k101_24395	197
k101_244035	222
k101_24404	37
k101_244048	32
k101_2441	49
k101_24410	371
k101_24413	481
k101_24414	1227
k101_244140	181
k101_244141	118
k101_244142	304
k101_244152	271
k101_244168	42
k101_24420	134
k101_244201	45
k101_244225	162
k101_24425	83
k101_244283	72
k101_24429	77
k101_244319	63
k101_24440	319
k101_24443	101
k101_244485	258381
k101_24449	200
k101_2445	424
k101_244514	66
k101_244541	39
k101_244544	63
k101_244597	266
k101_244598	266
k101_24461	68
k101_244614	266
k101_24463	90
k101_24467	161
k101_244682	34
k101_24469	53
k101_244692	119
k101_244693	84
k101_2447	229
k101_244722	48
k101_244735	57
k101_244737	28
k101_24484	57
k101_244871	61
k101_244876	211
k101_244888	174
k101_244900	95
k101_24495	96
k101_24497	47
k101_244970	99
k101_244975	69
k101_244981	138
k101_245004	43
k101_245016	77
k101_24503	152
k101_24506	135
k101_24507	3368
k101_24508	577
k101_245081	188
k101_245101	98
k101_24513	89
k101_24514	26
k101_245163	282
k101_245179	88
k101_245188	27
k101_245225	91
k101_245240	255
k101_245242	56
k101_24528	454
k101_24530	58
k101_245312	31
k101_245322	38
k101_245326	37
k101_24538	78
k101_245433	77
k101_245444	57
k101_24545	26
k101_24548	694
k101_245520	65
k101_24559	391
k101_24562	40
k101_245623	136
k101_245624	421
k101_245651	734
k101_24569	88
k101_245696	21012
k101_2457	282
k101_24570	94
k101_245725	106
k101_245735	38
k101_24574	498
k101_24576	79
k101_245820	152
k101_245824	175
k101_24585	1460
k101_245854	86
k101_245856	65
k101_245883	33
k101_245885	243
k101_24589	12604
k101_245895	34
k101_245899	106
k101_245933	433
k101_24594	213
k101_24603	114
k101_24605	37
k101_246129	116
k101_246151	246
k101_246165	29
k101_246224	32
k101_24624	149
k101_246259	79
k101_246286	278
k101_246326	637
k101_246350	168
k101_246368	66
k101_246407	81
k101_24643	4641
k101_246486	624
k101_246498	60
k101_246529	290
k101_24654	123
k101_24656	83
k101_246609	61
k101_24661	297
k101_246629	122
k101_24663	249
k101_246636	342
k101_24665	241
k101_246777	41
k101_24685	102
k101_246872	106
k101_2469	62
k101_246902	120
k101_246909	395
k101_246939	222
k101_246996	776
k101_24701	3505
k101_247021	39
k101_24704	565
k101_24705	181
k101_247090	141
k101_247092	119
k101_247097	378
k101_24713	204
k101_24714	278
k101_24715	95
k101_247159	189
k101_247165	163
k101_24720	49
k101_24722	350
k101_247225	25
k101_24723	238
k101_247232	489
k101_247237	97
k101_24730	572
k101_247301	52
k101_24736	1256
k101_24739	61
k101_24741	34
k101_247465	255
k101_247501	332
k101_247511	33
k101_247534	323
k101_24755	333
k101_247556	71
k101_247574	119
k101_2476	523
k101_24761	64
k101_247683	67
k101_247690	25
k101_24771	6180
k101_247721	616
k101_24773	204
k101_24774	250
k101_247747	7105
k101_247759	134
k101_247762	29
k101_247779	116
k101_247782	191
k101_24780	703
k101_24781	305
k101_24782	470
k101_247867	44
k101_247872	20
k101_247985	40
k101_248015	319
k101_248022	32
k101_24803	32
k101_24805	88
k101_248058	511
k101_24806	208
k101_248075	43
k101_248084	72
k101_24809	43
k101_248102	26
k101_24812	113
k101_248128	102
k101_24817	822
k101_2482	1849
k101_24822	261
k101_248238	101
k101_248263	121
k101_248302	68
k101_24831	56
k101_24835	49
k101_24836	300
k101_248392	71
k101_248393	41
k101_24840	34974
k101_248447	44
k101_2485	652
k101_24850	77
k101_24851	292
k101_24852	873
k101_24853	86
k101_24858	240
k101_2486	132
k101_24860	49
k101_248602	49
k101_24862	9930
k101_24865	167
k101_248668	70
k101_248696	45
k101_2487	316
k101_24873	72
k101_248731	81
k101_24874	514
k101_248750	41
k101_248759	52
k101_248796	222
k101_2488	78
k101_24881	112
k101_24888	146
k101_2489	1307
k101_24890	200
k101_24891	201
k101_24893	55
k101_24894	38
k101_24895	414
k101_248968	54
k101_2490	82
k101_249011	25
k101_24903	85
k101_249051	626
k101_24907	16438
k101_249070	94
k101_2491	230
k101_249123	18
k101_24913	207
k101_24917	60
k101_24918	79
k101_249186	160
k101_24919	156
k101_249208	47
k101_249214	679
k101_24922	59
k101_24924	391
k101_24925	107
k101_24929	6371
k101_249312	71
k101_24937	93
k101_24938	1348
k101_24940	42
k101_249416	61
k101_249453	135
k101_249480	467
k101_2495	191
k101_249521	81
k101_24953	523
k101_24956	211
k101_24957	340
k101_249575	117
k101_24959	38
k101_249624	48
k101_249637	87
k101_24964	154
k101_24970	515
k101_249720	203
k101_249732	375
k101_249789	168
k101_249794	182
k101_24980	4791
k101_249835	60
k101_249867	9164
k101_2499	7596
k101_24990	82
k101_249906	632
k101_249914	6216
k101_249926	65
k101_24993	26
k101_249938	172
k101_24995	49
k101_24999	1213
k101_2500	108
k101_25000	5822
k101_25001	110
k101_250016	38
k101_250046	160
k101_250074	321
k101_25013	1605
k101_25014	1293
k101_25015	17715
k101_250157	64
k101_250158	100
k101_25017	490
k101_250205	185
k101_250231	56
k101_25024	107
k101_250241	95
k101_250299	223
k101_250302	38
k101_25033	1425
k101_25035	1089
k101_25042	266
k101_250425	1686
k101_25043	1228
k101_250438	22
k101_250448	1607
k101_25045	683
k101_250487	68
k101_25049	23
k101_25051	446
k101_250540	208
k101_250543	79
k101_250571	28
k101_250592	46
k101_250593	18
k101_250596	20
k101_250612	70
k101_25064	506
k101_250641	190
k101_250656	284
k101_25067	27665
k101_250684	51
k101_25069	974
k101_250697	37
k101_250707	195
k101_250715	74
k101_250719	215
k101_250731	29
k101_25075	101
k101_250755	43
k101_25076	5854
k101_250772	93
k101_250792	48
k101_25082	237
k101_25085	41
k101_250866	69
k101_250870	53
k101_250888	678
k101_25089	59
k101_250905	200
k101_250950	146
k101_25101	29
k101_251014	83
k101_251044	210
k101_25105	2868
k101_251058	33
k101_251061	125
k101_251068	48
k101_251100	90
k101_251101	1052
k101_251105	4350
k101_251121	288
k101_25116	6731
k101_25117	327
k101_251172	60
k101_251197	43
k101_251204	185
k101_251225	702
k101_251247	50
k101_25125	321
k101_2513	847
k101_251316	183
k101_251368	1030
k101_251392	99
k101_251394	149
k101_251429	134
k101_251438	25
k101_251447	23
k101_251461	64
k101_251466	103
k101_251471	73
k101_25148	25
k101_2515	273
k101_25150	48
k101_251512	799
k101_251589	225
k101_251614	32
k101_251622	99
k101_251647	78
k101_25165	17013
k101_251659	87
k101_25168	87
k101_251691	857
k101_251708	67
k101_251721	60
k101_251762	56
k101_251770	20
k101_251776	26
k101_25182	232
k101_25191	79
k101_25195	112
k101_251958	61
k101_25197	598
k101_251984	51
k101_251986	262
k101_251990	47
k101_252	496
k101_252017	158
k101_252023	21
k101_25207	58
k101_252081	93
k101_25209	124
k101_25213	500
k101_252150	134
k101_25219	588
k101_252198	1549
k101_252203	60
k101_252215	56
k101_25222	133
k101_25223	81
k101_25226	70
k101_25227	34
k101_25228	2043
k101_2523	354
k101_252322	50
k101_25234	107
k101_25237	91
k101_252396	26
k101_25240	154
k101_252445	77
k101_252458	394
k101_252468	230
k101_25248	247
k101_25251	91
k101_252545	6434
k101_2526	405
k101_25260	590
k101_25264	51
k101_252644	71
k101_252648	146
k101_25265	1218
k101_25266	2693
k101_25267	76
k101_252671	63
k101_252672	310
k101_252689	281
k101_25270	260
k101_252774	47
k101_25279	194
k101_252844	1474
k101_252848	564
k101_25288	239
k101_252891	322
k101_252970	141
k101_252972	45
k101_252994	36
k101_253003	261
k101_25306	91
k101_253089	1155
k101_25309	579
k101_25310	106
k101_253113	50
k101_253122	185
k101_253156	61
k101_25319	91
k101_25320	225
k101_253227	26
k101_25323	431
k101_253250	77
k101_25326	80
k101_253268	90
k101_25327	40
k101_25329	450
k101_253297	22
k101_2533	154
k101_253303	28
k101_253304	18067
k101_25333	282
k101_253341	29
k101_25336	114
k101_253360	183
k101_25339	94530
k101_25340	167
k101_25344	41
k101_25345	247
k101_2535	145
k101_25350	86
k101_25352	54
k101_253557	27
k101_25359	118191
k101_25360	97
k101_25362	46
k101_253623	34
k101_25365	385
k101_253654	59
k101_253686	39
k101_253697	73
k101_25370	760
k101_25371	40
k101_25372	2075
k101_25375	17027
