contig	count
contig-100_80_5	82
contig-100_432_1	297
contig-100_40_6	18153
contig-100_83_4	21
contig-100_50_3	4953
contig-100_32_5	8013
contig-100_8_9	9030
contig-100_168_5	28
contig-100_120_3	467
contig-100_413_2	13
contig-100_56_8	58
contig-100_18_15	765
contig-100_8_8	6196
contig-100_16_13	2361
contig-100_474_1	168
contig-100_304_2	22
contig-100_241_3	3450
contig-100_4_39	856
contig-100_41_1	8821
contig-100_2_22	1401
contig-100_12_26	583
contig-100_521_1	7
contig-100_365_2	11
contig-100_428_2	20
contig-100_72_6	11
contig-100_5_21	1384
contig-100_541_1	41
contig-100_335_1	33
contig-100_17_9	6436
contig-100_63_3	436
contig-100_416_1	25
contig-100_17_2	6715
contig-100_61_1	154309
contig-100_10_15	4673
contig-100_3_74	1001
contig-100_64_5	26391
contig-100_253_4	5
contig-100_134_1	2101
contig-100_0_90	1111
contig-100_47_10	93
contig-100_121_2	418
contig-100_39_3	558
contig-100_2_48	1953
contig-100_527_1	1
contig-100_22_20	400
contig-100_507_1	24
contig-100_14_4	10339
contig-100_122_4	4
contig-100_0_95	962
contig-100_379_3	13
contig-100_543_3	7
contig-100_4_1	77765
contig-100_25_8	1101
contig-100_505_1	79
contig-100_3_67	323
contig-100_0_16	3567
contig-100_421_1	193
contig-100_243_1	2462
contig-100_46_11	7
contig-100_66_5	107
contig-100_20_14	1158
contig-100_91_2	921
contig-100_28_8	66617
contig-100_494_1	9
contig-100_9_23	138
contig-100_5_51	307
contig-100_51_5	1010
contig-100_76_1	8934
contig-100_23_11	170
contig-100_356_2	2
contig-100_11_25	883
contig-100_25_4	22885
contig-100_448_2	22
contig-100_11_14	1401
contig-100_116_4	4
contig-100_206_1	235
contig-100_65_7	42
contig-100_158_6	10
contig-100_163_2	12682
contig-100_22_2	254176
contig-100_540_1	16
contig-100_4_50	1071
contig-100_0_25	10535
contig-100_69_7	8
contig-100_225_2	57
contig-100_193_2	101
contig-100_276_1	202
contig-100_36_9	69
contig-100_368_1	51
contig-100_24_7	174326
contig-100_14_21	77
contig-100_0_74	13339
contig-100_41_8	85
contig-100_162_2	299
contig-100_453_1	27
contig-100_346_1	28
contig-100_519_2	2
contig-100_199_2	48
contig-100_108_6	2
contig-100_29_3	27820
contig-100_369_1	93
contig-100_160_5	5
contig-100_517_1	1453
contig-100_35_4	3792
contig-100_245_2	14
contig-100_300_2	582
contig-100_371_1	117
contig-100_75_1	5078
contig-100_5_50	1063
contig-100_0_33	7634
contig-100_423_1	27
contig-100_39_4	10135
contig-100_15_32	152
contig-100_62_6	93
contig-100_64_9	1
contig-100_21_18	1106
contig-100_434_1	1
contig-100_106_4	1564
contig-100_475_1	30
contig-100_18_10	905
contig-100_30_8	284
contig-100_389_3	144
contig-100_11_7	5346
contig-100_235_1	147
contig-100_399_2	9
contig-100_285_4	29138
contig-100_300_3	1
contig-100_7_11	3237
contig-100_0_8	7946
contig-100_4_57	652
contig-100_23_8	22449
contig-100_456_2	12
contig-100_196_4	1
contig-100_71_1	14167
contig-100_108_2	43942
contig-100_3_21	6200
contig-100_2_31	1294
contig-100_1_66	1675
contig-100_283_1	155
contig-100_78_2	6237
contig-100_150_2	87085
contig-100_283_2	26
contig-100_531_1	6
contig-100_390_2	27
contig-100_246_1	234
contig-100_44_2	9559
contig-100_483_2	108
contig-100_21_25	22
contig-100_240_3	4
contig-100_42_8	39
contig-100_22_11	274
contig-100_170_5	7
contig-100_178_6	208
contig-100_8_14	7139
contig-100_42_1	554796
contig-100_182_6	2
contig-100_426_1	2
contig-100_4_34	2379
contig-100_9_50	78
contig-100_202_3	33
contig-100_36_6	115883
contig-100_501_3	121
contig-100_480_1	10
contig-100_18_22	92
contig-100_101_4	35
contig-100_213_3	54
contig-100_414_1	13
contig-100_184_1	691
contig-100_58_10	30
contig-100_358_3	14
contig-100_133_7	15
contig-100_5_45	2515
contig-100_408_2	9
contig-100_12_14	1386
contig-100_5_14	3140
contig-100_38_8	676
contig-100_28_6	4963
contig-100_52_9	672
contig-100_458_2	11
contig-100_407_1	77
contig-100_174_2	31
contig-100_2_9	3398
contig-100_10_7	100354
contig-100_501_4	7
contig-100_88_6	7
contig-100_38_11	40
contig-100_350_2	26241
contig-100_388_2	6
contig-100_24_4	41706
contig-100_386_2	12
contig-100_543_1	4
contig-100_10_29	69
contig-100_9_2	8168
contig-100_284_1	229
contig-100_53_8	21
contig-100_24_15	9
contig-100_124_3	92
contig-100_8_44	246
contig-100_546_1	14
contig-100_56_10	9
contig-100_510_1	32
contig-100_6_24	1242
contig-100_8_42	92
contig-100_44_6	4866
contig-100_93_2	268
contig-100_16_28	6
contig-100_73_9	170
contig-100_266_2	7
contig-100_362_2	13
contig-100_12_31	53
contig-100_282_1	94
contig-100_487_2	5
contig-100_518_2	15
contig-100_141_4	6
contig-100_6_26	1686
contig-100_12_12	1010
contig-100_15_26	313
contig-100_15_3	728835
contig-100_7_35	2307
contig-100_84_8	3
contig-100_452_1	29
contig-100_15_16	93851
contig-100_2_71	421
contig-100_7_7	31287
contig-100_43_5	9943
contig-100_109_3	169
contig-100_1_27	4730
contig-100_1_4	8890
contig-100_80_4	454
contig-100_0_76	985
contig-100_173_6	9
contig-100_135_4	16
contig-100_3_54	291
contig-100_333_2	14
contig-100_4_46	3634
contig-100_43_6	22772
contig-100_7_12	2336
contig-100_49_4	151
contig-100_216_1	414
contig-100_21_4	7622
contig-100_52_5	123274
contig-100_55_5	236
contig-100_3_17	34655
contig-100_209_1	105
contig-100_5_6	6576
contig-100_511_2	6
contig-100_90_1	1359
contig-100_181_3	3
contig-100_31_14	7
contig-100_30_12	166
contig-100_6_51	324
contig-100_245_1	1530
contig-100_277_1	286
contig-100_27_11	29
contig-100_31_18	68
contig-100_394_1	39
contig-100_30_5	1342
contig-100_15_23	91
contig-100_55_3	497
contig-100_12_4	22869
contig-100_149_4	5
contig-100_134_4	7
contig-100_217_4	1
contig-100_356_1	79
contig-100_347_3	4
contig-100_10_2	731527
contig-100_397_2	965
contig-100_0_41	7092
contig-100_5_13	8020
contig-100_460_1	17
contig-100_88_3	167
contig-100_33_4	673
contig-100_74_2	421
contig-100_404_1	3291
contig-100_53_5	1181
contig-100_537_2	1
contig-100_121_1	534
contig-100_15_9	238051
contig-100_19_20	7
contig-100_32_9	43
contig-100_3_45	1054
contig-100_68_4	415
contig-100_223_4	342
contig-100_141_5	3
contig-100_419_2	38
contig-100_271_4	9
contig-100_17_14	270
contig-100_516_1	15
contig-100_221_1	353
contig-100_3_42	5868
contig-100_20_21	16
contig-100_140_4	5
contig-100_196_1	274
contig-100_60_1	1776
contig-100_242_2	68
contig-100_552_1	12
contig-100_143_5	1
contig-100_104_1	1014
contig-100_156_2	2094
contig-100_21_21	17
contig-100_317_2	187
contig-100_387_2	14
contig-100_388_1	32
contig-100_128_4	63
contig-100_15_31	81
contig-100_326_2	7
contig-100_111_1	501
contig-100_278_4	118
contig-100_391_2	31
contig-100_35_3	8401
contig-100_204_1	48884
contig-100_125_7	46
contig-100_157_3	69
contig-100_222_3	27
contig-100_2_54	1941
contig-100_19_2	18750
contig-100_33_10	33
contig-100_441_2	110
contig-100_449_1	152
contig-100_123_3	2937
contig-100_427_3	105
contig-100_2_34	1900
contig-100_219_3	4
contig-100_6_13	2248
contig-100_15_11	38255
contig-100_18_4	1602
contig-100_63_5	104
contig-100_392_2	17
contig-100_97_4	61
contig-100_1_55	2116
contig-100_219_4	6
contig-100_180_2	878
contig-100_462_1	19
contig-100_4_47	1982
contig-100_1_44	1579
contig-100_139_2	380
contig-100_45_6	5225
contig-100_137_3	23
contig-100_66_4	168
contig-100_68_2	11585
contig-100_464_1	16
*	58870895
contig-100_194_3	13
contig-100_6_4	16275
contig-100_2_74	19
contig-100_5_29	1369
contig-100_28_1	104786
contig-100_458_3	2
contig-100_4_75	1924
contig-100_28_11	371
contig-100_299_1	246
contig-100_538_1	74
contig-100_107_3	313
contig-100_112_3	1490
contig-100_45_11	3
contig-100_74_6	9
contig-100_475_2	9
contig-100_126_3	226
contig-100_102_3	201
contig-100_8_11	15930
contig-100_241_2	134
contig-100_168_4	10
contig-100_14_20	85
contig-100_153_4	3
contig-100_7_19	1520
contig-100_190_3	1518
contig-100_37_5	2345
contig-100_89_3	248
contig-100_5_44	1887
contig-100_64_1	2106
contig-100_1_50	1151
contig-100_10_31	89
contig-100_65_3	255
contig-100_281_3	3
contig-100_324_1	22193
contig-100_87_3	270
contig-100_454_2	5
contig-100_422_2	22
contig-100_4_22	1485
contig-100_166_1	177
contig-100_34_7	2637
contig-100_98_4	42
contig-100_0_64	3026
contig-100_152_5	12
contig-100_2_64	728
contig-100_58_2	2756
contig-100_4_53	894
contig-100_20_7	3587
contig-100_9_20	1071
contig-100_554_1	21
contig-100_14_7	11504
contig-100_23_10	21731
contig-100_74_10	8
contig-100_25_1	14707
contig-100_71_7	35
contig-100_34_5	5801
contig-100_253_1	433
contig-100_131_2	238
contig-100_133_8	15
contig-100_5_36	5499
contig-100_13_15	10116
contig-100_3_48	338
contig-100_482_2	6
contig-100_22_7	17599
contig-100_47_2	8923
contig-100_170_2	198
contig-100_316_1	62
contig-100_136_4	32
contig-100_490_1	59
contig-100_37_4	7665
contig-100_7_25	4586
contig-100_9_6	9321
contig-100_20_16	1390
contig-100_465_1	22
contig-100_9_11	5071
contig-100_289_1	72
contig-100_16_27	10
contig-100_19_9	8611
contig-100_59_2	756
contig-100_129_5	58
contig-100_7_43	1350
contig-100_197_1	131
contig-100_51_8	6
contig-100_22_6	7702
contig-100_478_1	14
contig-100_205_2	56
contig-100_258_2	20
contig-100_19_12	372
contig-100_8_29	994
contig-100_9_9	3997
contig-100_87_5	42
contig-100_0_59	3111
contig-100_248_1	109
contig-100_33_14	41
contig-100_13_4	30260
contig-100_483_1	17
contig-100_359_3	5
contig-100_9_39	563
contig-100_151_2	372
contig-100_10_19	2650
contig-100_5_54	414
contig-100_48_4	20411
contig-100_75_2	2396
contig-100_130_1	75693
contig-100_7_45	2264
contig-100_79_1	24742
contig-100_60_5	180
contig-100_84_3	257
contig-100_293_4	2
contig-100_12_7	5183
contig-100_1_34	4555
contig-100_297_2	31
contig-100_7_32	6364
contig-100_114_2	2170
contig-100_73_6	19
contig-100_57_2	1820
contig-100_209_2	83
contig-100_18_26	390
contig-100_12_19	1009
contig-100_171_6	3
contig-100_23_5	13510
contig-100_11_2	51450
contig-100_8_3	23127
contig-100_41_5	5996
contig-100_401_1	24
contig-100_22_22	361
contig-100_4_28	876
contig-100_361_2	9
contig-100_43_1	87577
contig-100_3_64	1
contig-100_67_2	6685
contig-100_28_15	12
contig-100_237_3	8
contig-100_352_2	14
contig-100_410_3	1
contig-100_195_5	13
contig-100_361_1	24
contig-100_22_9	589
contig-100_0_29	6741
contig-100_175_4	3
contig-100_504_1	13
contig-100_144_2	65
contig-100_76_5	100
contig-100_143_2	5654
contig-100_4_13	8249
contig-100_4_38	1858
contig-100_269_5	5
contig-100_385_2	18
contig-100_138_1	29951
contig-100_5_25	2277
contig-100_1_39	5723
contig-100_4_5	35012
contig-100_1_40	4387
contig-100_26_6	19226
contig-100_4_40	834
contig-100_351_2	13
contig-100_0_42	9392
contig-100_325_2	88
contig-100_2_44	1478
contig-100_7_39	1386
contig-100_0_80	6932
contig-100_7_53	634
contig-100_20_3	30992
contig-100_6_30	770
contig-100_238_3	10
contig-100_0_102	3246
contig-100_62_2	412
contig-100_42_5	468
contig-100_10_26	453
contig-100_6_14	3538
contig-100_211_1	25441
contig-100_19_16	850
contig-100_344_1	27
contig-100_0_68	70356
contig-100_93_6	27
contig-100_6_36	409
contig-100_156_3	20
contig-100_3_4	19217
contig-100_94_4	236
contig-100_522_3	1
contig-100_46_1	8798
contig-100_112_2	207
contig-100_127_5	194
contig-100_185_5	7
contig-100_29_7	6050
contig-100_206_5	46
contig-100_84_2	907
contig-100_545_1	16
contig-100_93_5	56
contig-100_503_1	63
contig-100_178_1	6675
contig-100_0_48	58685
contig-100_160_1	347
contig-100_341_3	8
contig-100_23_15	23
contig-100_16_17	362
contig-100_62_7	9
contig-100_113_2	330
contig-100_81_3	384
contig-100_513_1	17
contig-100_5_10	3184
contig-100_9_27	898
contig-100_453_2	6
contig-100_231_1	124
contig-100_91_5	162
contig-100_7_8	51873
contig-100_6_49	108
contig-100_127_2	236
contig-100_192_4	22
contig-100_52_4	52533
contig-100_65_10	18
contig-100_44_16	20
contig-100_354_1	17004
contig-100_155_2	420
contig-100_254_3	149
contig-100_13_22	2217
contig-100_2_15	1641
contig-100_115_4	4994
contig-100_244_3	4
contig-100_10_24	919
contig-100_180_5	15
contig-100_11_20	604
contig-100_179_1	656
contig-100_140_1	794
contig-100_274_2	16
contig-100_6_20	959
contig-100_405_2	4
contig-100_7_22	4000
contig-100_296_2	47
contig-100_225_1	430
contig-100_442_2	3
contig-100_101_7	52
contig-100_133_4	572
contig-100_212_1	23964
contig-100_15_27	167
contig-100_99_6	121
contig-100_1_70	766
contig-100_472_1	75
contig-100_182_2	34107
contig-100_0_73	732
contig-100_250_4	9
contig-100_2_2	3353
contig-100_239_1	244
contig-100_473_3	19
contig-100_11_19	1098
contig-100_2_67	157
contig-100_236_2	43
contig-100_149_3	63
contig-100_51_11	18
contig-100_396_2	3
contig-100_103_4	25
contig-100_246_5	5
contig-100_7_3	30544
contig-100_120_4	573
contig-100_0_3	10467
contig-100_272_2	10
contig-100_539_3	12
contig-100_10_6	12499
contig-100_0_36	11699
contig-100_38_9	17
contig-100_205_1	2352
contig-100_437_2	2
contig-100_294_1	2586
contig-100_11_34	1181
contig-100_10_10	5637
contig-100_49_2	1087
contig-100_71_5	124
contig-100_47_9	190
contig-100_158_5	13
contig-100_288_2	36
contig-100_8_18	3873
contig-100_234_1	172
contig-100_218_1	358
contig-100_355_1	34
contig-100_7_1	53044
contig-100_17_10	783
contig-100_1_22	30124
contig-100_55_8	8
contig-100_22_16	2350
contig-100_173_2	68
contig-100_286_3	5
contig-100_171_1	387
contig-100_473_4	66
contig-100_75_3	1798
contig-100_345_2	2
contig-100_16_3	29104
contig-100_24_8	8031
contig-100_279_3	14
contig-100_35_11	5
contig-100_191_1	6346
contig-100_161_4	227
contig-100_0_87	6069
contig-100_85_4	934
contig-100_331_4	5
contig-100_6_39	257
contig-100_3_11	28257
contig-100_375_2	56
contig-100_92_4	38
contig-100_405_1	11
contig-100_152_1	386
contig-100_77_4	527
