Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID	Contig_ID
contig-100_18_4	13	51	11	16	136	22	17	8	27	35	80	21	152	4	25	12	31	15	9	11	12	113	22	23	6	20	37	36	91	23	96	27	32	59	20	53	16	43	7	14	23	84	16	8	13	12
contig-100_18_5	0	1	14	0	0	0	50	0	0	0	66	33	4	0	0	0	0	2	2	1	0	0	0	0	0	0	0	17	104	2	7	2	3	30	0	17	8	37	0	3	41	75	0	0	0	0
contig-100_18_6	147	73	80	164	149	207	38	108	212	164	150	110	225	77	228	133	215	165	94	154	126	112	156	179	117	200	346	151	238	237	233	174	219	203	144	143	200	312	89	146	181	385	212	83	96	96
contig-100_19_1	0	201	3	13	2	0	21	3	0	0	0	14	124	0	0	0	0	61	3	22	0	86	0	1706	86	7	13	217	536	8404	4	20	74	521	50	8	2	31	10	51	2	3681	12	1	0	0
contig-100_19_2	0	2441	2	0	23	0	40	0	0	0	0	12	166	0	0	0	0	908	66	61	4	6600	0	3944	846	18	38	470	962	0	26	11	2	5	2	1	1718	267	27	38	9	32	1	10	0	0
contig-100_19_3	0	143	16	0	2	0	138	0	0	0	0	74	896	0	0	0	0	175	16	0	0	57	0	402	290	1	1	152	337	0	28	8	19	17	0	23	4	227	4	99	20	194	0	1	0	0
contig-100_19_4	0	0	2	0	0	0	69	0	0	0	0	52	405	0	0	0	0	2	0	0	0	16	0	884	0	10	36	253	508	0	13	0	61	0	0	23	0	5	17	38	8	47	1	2	0	0
contig-100_19_5	0	1879	25	3	0	0	15	0	11	0	0	8	12	0	0	0	0	3	0	0	0	10	3	2302	56	2	8	609	1411	0	38	1	12	1	0	4	10	821	19	72	12	13	0	2	0	0
contig-100_19_6	0	3047	5	0	99	0	1	0	0	0	0	2	8	0	0	0	0	13	76	0	0	43018	7	3356	446	10	22	728	1539	0	3	2	1	1	0	27	78	113	31	23	7	22	0	1	0	0
contig-100_19_7	0	0	9	0	43	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	11099	0	875	101	2	0	855	1751	0	9	4	11	0	0	52	8	290	31	34	0	0	0	3	0	0
contig-100_19_8	2	0	24	0	2	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	13	0	9752	0	0	0	50	103	0	18	0	0	1	0	44	16	471	67	22	5	72	0	6	0	0
contig-100_19_9	0	0	23	4	0	0	23	0	18	0	0	11	0	0	0	0	0	3	0	0	0	6	0	8083	0	0	0	69	130	0	45	0	0	0	0	31	0	5	57	80	15	1	0	7	0	0
contig-100_20_1	4	0	64	368	18	243	22	240	3782	1	2	2	105	0	0	0	0	2	3	0	0	56	115	706	43	6720	11285	174	359	10	122	4	18	30	13	0	9	18	125	60	14	6	3	2	0	2
contig-100_20_2	2	122	19	1136	21	76	4	52	817	0	0	6	15	0	0	0	0	35	29	0	0	404	175	1484	26	8425	12970	32	55	6	18	6	45	12	13	13	188	298	303	57	11	4	0	4	0	0
contig-100_21_1	21	0	12	0	0	0	13	0	0	104	8	2	240	19329	49	5	1	17	0	21	2	530	1	2	9	18	23	636	1485	11	5	34	4	9	19	7	3	2057	795	23	21	8	7	0	0	2
contig-100_21_2	21	103	21	0	0	0	10	0	0	168	1	1	116	0	83	0	0	0	14	2	0	0	0	14	0	10	6	50	65	71	5	34	1	31	47	39	5	672	184	52	9	3	22	0	0	14
contig-100_21_3	0	416	6	0	0	1	4	0	0	1	1	5	99	1	170	0	0	251	37	0	0	0	2	0	97	20	30	106	153	2	33	6	0	6	0	49	1	632	855	85	5	3	0	0	0	1
contig-100_21_4	17	1039	24	0	0	1	14	0	0	59	2	21	490	3664	36	3	0	42	5	1	0	62	0	0	324	2	3	172	384	3	153	43	31	11	8	1	27	909	5	11	40	4	7	0	0	4
contig-100_21_5	61	125	26	0	1	0	10	0	0	383	8	8	147	4972	6	1	0	0	4	9	1	86	0	0	88	1	0	715	1565	26	282	102	13	27	49	28	0	1017	30	0	11	47	33	0	0	6
contig-100_21_6	19	607	10	0	2	0	4	0	0	139	1	0	33	71024	56	20	5	3	20	3	8	1433	0	2	27	0	0	418	1062	6	1671	4	16	5	18	93	0	29	19	86	0	16	11	0	0	0
contig-100_22_1	38	483	8	107	29	124	9	737	11241	28	74	26	77	28	73	18286	32767	5832	1778	45056	101307	37	20	82	21	37	85	189	246	1453	875	42	57	3584	33	55	49	125	19	53	66	1731	57	24	26	35
contig-100_22_2	133	3546	32	284	141	193	72	152	225	165	153	128	260	74	253	3840	7055	2108	662	7575	16233	260	145	313	83	236	315	913	1774	35310	324	276	2703	119728	143	143	161	235	120	202	133	46839	227	88	116	105
contig-100_22_3	0	4692	2	28	2	0	14	6	0	0	0	0	22	56	69	65259	105179	8427	2454	185391	413037	46	0	305	0	15	9	602	1318	8189	1063	10	609	23540	0	54	0	0	21	137	6	10373	0	0	0	42
contig-100_22_4	23	120	8	30	19	21	7	6	21	31	58	19	33	9	21	17	28	1902	561	15302	33532	28	20	55	13	19	44	566	1222	33	78	20	30	34	6	152	18	41	24	71	28	40	27	12	9	13
contig-100_22_5	2	61	17	43	3	55	2	22	9	13	23	4	26	41	71	53193	83600	5839	1648	149889	336823	74	4	175	9265	11	20	243	381	26	410	9	6	12	3	868	9	62	3	40	15	16	6	2	2	31
contig-100_22_6	83	183	36	104	95	140	36	83	129	107	103	84	153	40	168	72	118	67	71	107	69	79	106	141	1306	101	170	319	609	149	152	110	131	125	87	1030	119	131	66	105	89	208	137	44	83	57
contig-100_23_1	31	6	15	1089	34	18396	19	9565	2006	62	3069	35	63	14564	75	52	58	77	190	37	21	1225	26	257	12998	24	49	169	68	118	78	35	42	68	65	74	86	51	77	115	27	229	47	22	29	22
contig-100_23_2	47	21	22	64	89	65	128	46	258	78	33	51	373	118868	192	79	78	41	50	54	41	4734	54	77	31	75	132	130	98	166	105	85	117	118	58	138	63	67	113	85	71	282	77	33	41	31
contig-100_23_3	84	40	36	128	133	145	74	215	2402	126	67	83	236	75888	231	100	155	103	170	124	95	2798	134	121	342	113	163	99	122	626	157	129	274	350	68	185	132	97	357	170	101	1701	130	62	64	57
contig-100_23_4	3	5	5	19	8	6	25	99	1655	8	8	10	84	41793	40	27	13	36	153	7	8	1338	3	34	0	9	11	40	20	6	24	12	594	18	5	60	24	8	81	79	25	11	6	3	5	2
contig-100_23_5	20	8	8	22	18	20	50	35	702	23	12	15	130	8569	26	10	18	34	64	11	10	342	12	28	2000	24	60	67	63	53	183	15	30	34	6	93	26	15	84	359	41	118	21	14	9	8
contig-100_23_6	0	0	12	15	4	3	42	65	1083	0	0	7	80	35033	25	9	0	29	76	2	1	2161	0	0	2	0	1	47	14	0	67	0	245	0	0	17	3	2	0	111	119	0	0	0	0	1
contig-100_23_7	24	11	10	20	18	30	4	54	676	27	20	21	34	52614	76	22	29	33	49	18	19	1939	29	31	13	26	47	133	83	44	123	25	28	30	22	59	28	30	32	183	39	44	26	14	17	17
contig-100_23_8	15	8	22	26	20	20	28	63	712	16	5	14	133	19760	38	19	20	18	57	15	16	677	11	18	5	12	29	77	151	18	64	25	18	20	12	15	16	22	9	101	49	28	19	7	11	10
contig-100_23_9	0	0	7	741	0	11188	17	6297	461	0	0	1	51	0	0	0	1	25	163	0	0	0	2	0	3408	2	5	15	4	0	24	0	0	0	18	1	1	50	0	43	0	0	0	0	0	0
contig-100_23_10	0	0	4	805	0	10805	45	5602	499	0	0	4	163	0	0	0	2	19	46	0	0	0	0	0	3314	0	0	54	72	0	0	0	0	0	14	0	3	266	0	6	6	0	1	0	0	1
contig-100_24_1	4	318	10	1684	3	25192	0	12448	1067	3	1202	3094	25745	0	0	0	0	7	51	0	0	26	0	518	9731	1	6	370	659	17	126	32	36	194	61	20	5	107	86	144	1562	42	2	0	0	1
contig-100_24_2	0	105	3	0	1	0	6	0	0	1183	0	800	7026	0	0	0	0	0	1	0	0	32	0	595	0	3	7	341	507	4	37	69	11	76	0	49	0	36	49	6	454	98	0	0	0	1
contig-100_24_3	0	2	16	0	3	0	22	0	0	2821	0	13482	139905	0	0	0	0	4	39	0	0	18	0	0	5	0	0	41	46	16	46	329	7	52	0	29	2	10	44	18	8142	98	0	0	0	0
contig-100_25_1	38	38	37	525	33	6407	5	3769	299	34	334	21	62	17	112	26	61	37	16	44	34	43	30	53	60	35	53	81	95	41	995	30	38	57	37	665	35	40	13	82	25	69	55	71	20	35
contig-100_25_2	158	33961	40	175	160	216	465	144	565	218	111	634	15782	80	272	120	205	161	88	168	130	172	145	163	95	197	294	141	214	228	325	191	207	230	126	152	177	175	124	198	10673	323	217	79	103	88
contig-100_25_3	1	2	21	6	0	11	80	56	707	5	21	74	1929	0	5	0	0	110	6	0	0	9	3	0	60	14	73	22	59	2	0	1	1	8	0	296	5	10	12	112	1170	18	1	140	0	0
contig-100_25_4	14	14	28	43	16	61	436	228	2604	25	13	317	9743	2	26	9	22	10	15	17	6	26	16	24	9	35	43	36	53	31	784	22	42	24	18	1215	36	64	21	29	6610	41	25	13	12	7
contig-100_25_5	4	14361	8	29	7	5	467	174	127	5	5	406	17451	2	9	0	4	49	2	7	2	84	5	7	7	12	16	24	96	9782	189	25	931	24477	7	4	10	45	18	10	10685	11719	6	36	4	2
contig-100_25_6	71	32	29	118	105	123	39	71	100	106	79	112	386	31	175	80	147	88	51	115	86	113	113	114	55	122	194	117	170	155	350	129	141	147	74	1221	121	230	89	97	235	230	164	65	63	63
contig-100_25_7	41	36	54	36	45	75	31	29	60	65	47	34	71	16	72	44	76	47	34	36	44	97	62	69	40	53	89	55	89	78	86	65	80	79	35	275	32	657	34	47	58	115	70	35	23	21
contig-100_26_1	3	33	404	31	719	5	2366	22	28	1	5038	139	11641	0	7	0	5	224	941	14549	4964	369	6	674	94	28	26	357	316	6	48	1	2325	10	10	3419	6	184	12	53	2872	2	7	64794	8	24
contig-100_26_2	3	626	133	5	309	1	268	17	23	2	5976	10	1270	0	3	2	5	9	28	14945	5115	234	1	219	84	6	10	117	96	163	1066	2	6177	709	0	3029	8	40	16	19	316	940	0	86173	11	15
contig-100_26_3	0	460	19	2	50	0	1539	1	1	2	15	58	4563	0	1	0	0	5642	4189	1385	479	78	0	58	4	315	615	88	77	1723	971	9	309	9412	0	412	14	12	6	74	1277	11880	0	2014	0	0
contig-100_26_4	2	1	179	38	484	2	1743	9	73	1	864	99	9050	0	1	0	7	1501	7072	21	4	259	2	312	101	8	13	96	94	0	3431	0	5	8	0	5828	53	106	5	0	2402	0	0	69929	1	1
contig-100_26_5	0	0	33	25	76	2	1887	1	97	0	23	112	8721	0	0	0	2	1	0	7	6	50	0	57	8	2	1	70	49	0	195	2	0	1	0	0	0	85	7	7	2340	0	0	1	0	2
contig-100_26_6	1	60	195	13	463	0	903	16	4	1	150	75	7869	0	0	1	5	877	3468	27	5	242	1	393	68	15	16	272	188	0	1758	0	0	0	0	3	3	99	2	0	2033	0	0	0	0	0
contig-100_26_7	6	171	15	6	57	0	250	3	10	0	20	11	1258	0	1	0	1	3	0	8	1	32	0	66	35	1	0	0	0	0	6	0	0	0	0	1	0	21	100	0	293	0	0	0	0	0
contig-100_27_1	0	124	19	369	34	5515	2302	2628	281	0	266	28	3412	0	0	0	0	0	0	7	3	52	0	25	5	12	18	113	122	240	17	6	19	1400	7	125	22	21	47	45	310	1696	0	12	0	0
contig-100_27_2	0	66	94	443	26	5636	764	2332	273	0	191	13	1148	4	0	0	0	2	6	5	1	32	25	19	4	46	128	171	201	147	35	0	0	702	6	1	22	30	41	31	94	944	0	16	0	3
contig-100_27_3	0	0	25	781	0	10931	2679	5514	449	0	122	17	1084	0	0	0	0	2	14	0	0	8	0	0	0	0	0	107	85	0	31	11	0	0	16	11	36	40	22	18	100	0	2	3	0	0
contig-100_27_4	0	47	55	3	74	0	1307	4	2	0	26	16	2012	0	0	0	0	2056	1068	12	6	80	0	62	6	7	1	368	467	1577	18	13	0	8362	0	142	70	37	36	5	216	10427	0	0	0	0
contig-100_27_5	0	219	222	18	364	0	9	12	0	0	115	0	14	0	2	0	2	5	15	49	32	249	4	325	41	9	4	80	85	1	30	0	0	0	0	4	2	102	7	123	0	13	0	0	0	0
contig-100_28_1	0	58	4	0	0	3808	17	0	0	228	17	80	476	10	64853	9	9	0	14	27918	1109	1048	3	2	163	2	3	52	60	12	11	12	19	7	0	0	35	156	4	2	4554	31	0	0	0	0
contig-100_28_2	0	1136	4	0	0	38	166	0	0	53	45	72	223	0	1039	0	0	3	3	1038	50	58	243	0	3166	4	4	8	17	1	55	0	70	32	0	9	9	32	14	14	968	48	0	0	6	0
contig-100_29_1	1	205	0	28	4	37	3677	284	3662	51	599	1065	17998	0	1	1	1	687	1990	2292	200	118	0	1	2	356	560	12	73	1	0	58	37	96	0	599	19	51	21	269	5243	110	1	25	23	0
contig-100_29_2	2	8	3	2131	0	31428	34	16870	6863	2	3360	76	165	0	0	0	0	6497	18769	0	0	56	0	0	9703	15	17	13	97	0	28	22	41	15	44	186	19	2	5	535	60	125	2	0	1	0
contig-100_29_3	0	9	4	0	0	0	415	0	2	3	4	189	1716	0	783	0	0	2900	8634	225	24	26	0	0	8	3106	5255	8	49	1	46	0	0	11	0	617	3204	13	9	73	438	43	1	0	3	1
contig-100_29_4	0	2	10	0	2	76	2	0	0	0	7	22	0	38	82895	16	13	0	0	13	6	74	2	0	6	1281	2107	72	444	0	29	0	0	10	0	709	15	7	29	702	0	4	0	2	0	0
contig-100_29_5	1	0	6	0	0	1	2176	2	1	55	7	861	11299	1	1389	0	0	0	0	2608	259	43	0	0	59	1	3	25	165	0	10	17	0	1	76	71	8882	18	8	270	2977	0	76	15	14	0
contig-100_29_6	0	19	3	2	0	2	2335	0	0	7	3	794	8306	0	0	0	0	2257	6617	43	2	0	2	0	13	0	0	5	18	0	0	2	0	0	1	0	12638	36	0	541	2296	0	0	34	27	0
contig-100_29_7	0	2	20	0	0	0	257	0	0	0	0	525	622	3	0	0	0	915	2321	109	8	0	0	0	7	0	0	6	37	0	2	1	72	2	0	0	0	4	0	944	191	0	0	2	0	0
contig-100_30_1	1	89	85323	0	0	1	91	0	353	2	1146	16	173	0	0	0	0	5	57	0	0	20	14	0	9	1518	2442	18	48	4347	4815	28	2	780	4	13	189	1367	47	1	142	4247	0	2964	0	3
contig-100_30_2	0	108	97364	2	0	12	77	4	10	0	0	17	22	0	0	0	0	10	106	0	0	8	3	0	0	811	1340	9	64	12	9697	43	88	13	0	5	0	14	29	28	28	2	0	5659	0	440
contig-100_30_3	1	35	24712	1	0	2	24	1	0	0	0	1	2	0	0	0	0	66	512	0	0	0	0	0	8	2620	4586	7	31	4	2983	0	15	17	0	5	6759	5	23	9	4	4	2	0	0	0
contig-100_30_4	0	37	52774	0	0	0	38	0	0	0	0	0	5	0	0	0	0	23	179	0	0	0	0	0	12	0	0	0	9	0	19	2	0	3	0	0	0	7	8	5	10	2	0	2	0	0
contig-100_30_5	0	25	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	330	631	50	245	2	2	3	11	1	0	6	0	0	6	3	12	4	0	0	0	0
contig-100_30_6	4	29	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	5	35	0	0	38	0	0	36	0	0	13	59	0	7	0	3	0	0	13	1	16	0	4	0	0	4	0	0	0
contig-100_31_1	27752	105	15	3	1	3	38	5	0	10	24	8	70	1	0	0	0	1	12	0	0	37	174606	0	31	3	7	54	2	16	16	75	6	24	3	240	10	116	61	167	27	0	5	0	0	7
contig-100_31_2	37544	11	15	5	1	7	0	0	11	0	23	0	3	1	0	0	0	12	30	0	0	22	37	0	0	12	18	169	262	1	9	2	18	1	3	16	28	1072	346	90	10	21	3	0	0	11
contig-100_31_3	0	18	6	0	0	0	6	0	0	2	20	14	87	0	0	0	0	0	0	0	0	6	0	0	0	5	10	70	90	3	35	2	0	4	0	136	15	76	34	467	44	0	0	0	0	0
contig-100_31_4	1	23	0	0	0	0	2	0	0	0	0	6	13	0	0	0	0	1	18	0	0	29	146994	0	24	4	6	17	0	0	2	7	0	0	0	177	1	4	1	196	7	0	0	0	0	0
contig-100_31_5	0	8	5	0	0	0	4	0	0	0	5	2	34	0	0	0	0	0	1	0	0	22	25128	0	5	2	6	51	0	0	5	0	0	0	0	0	22	27	0	157	26	0	0	0	0	0
contig-100_31_6	2	4	12	0	0	0	0	0	0	6	4	0	1	1	0	0	0	16	34	0	0	33	0	0	0	4	18	99	59	0	14	0	0	0	0	0	16	64	0	238	7	0	0	0	0	1
contig-100_32_1	32	95	143	30	29	47	216	27	41	97	19	384	3902	9	64	35	44	42	47	38	35	507	34	34	43	34	52	370	507	43	37	47	73	48	37	268	44	39	74	24	417	53	96	17	17	26
contig-100_33_1	1	4	21330	7	38	0	52	2	1	1	3	16	283	0	173	0	19	131	125	1	0	78	0	433	7	184	250	86	264	30	43	194	44	72	19	4	15	0	157	65	6	175	36	8	0	0
contig-100_33_2	0	31	6	2	17	0	29	1	0	3	4	8	143	1	115	2	6	276	42	3	2	26	1	177	2	15	47	148	240	3	10	7	6	50	0	6	49	31	1140	16	1	33	0	1	3	0
contig-100_34_1	52	41	26	93	66	155	10	164	1590	43	39	836	111	20	98	57	83	81	67	64	51	50	53	50	179	79	93	65	224	98	69	67	93	107	56	97	100	85	387	136	174	108	91	38	36	63
contig-100_34_2	49	122	15	63	51	132	17	56	451	75	803	805	149	18	78	39	56	72	46	60	48	46	59	85	99	88	122	65	103	87	85	69	161	103	49	51	424	1148	141	171	204	135	62	37	24	23
contig-100_34_3	108	92	36	103	104	127	26	96	156	158	90	887	231	48	191	86	154	140	125	145	74	100	119	166	109	139	232	99	172	194	174	147	153	165	77	116	164	194	219	110	220	271	151	70	78	50
contig-100_34_4	11	6	42	9	12	17	17	8	9	11	8	181	97	2	16	7	11	16	34	6	4	16	10	17	20	16	27	40	88	33	15	20	13	29	9	9	341	1163	176	70	42	33	10	9	7	10
contig-100_35_1	0	1674	2	12	1806	30	81	125	1924	8	8	1	114	0	0	0	0	6	6	0	0	4865	109	0	5	7	7	956	1930	7	20	4	35	2	19	73	4	22	20	0	18	26	12	2	1	6
contig-100_35_2	0	6421	14	1	279	9	48	24	379	4	15	8	138	0	1	0	2	43	187	0	0	688	94	0	8	9	37	87	166	13	118	0	8	3	0	98	6	18	10	45	156	3	0	0	0	16
contig-100_35_3	0	0	4	2	2117	2	0	5	174	1	1	2	0	0	0	0	0	2	5	0	0	5451	0	0	4	0	0	133	280	0	38	1	26	0	0	2	11	23	5	0	102	0	0	0	2	8
contig-100_35_4	3	0	6	11	352	18	2	83	1376	0	7	2	7	0	0	0	0	5	4	0	0	941	1	105	17	2	5	113	257	0	0	4	0	0	0	2	3	391	4	60	0	0	0	0	2	9
contig-100_35_5	4	3652	8	31	3020	111	2	351	5972	5	2	10	53	0	0	0	0	5	5	0	0	8183	102	128	6	13	17	496	1096	0	0	0	0	0	0	3	10	36	7	0	21	0	0	1	0	0
contig-100_36_1	92	120	26	82	35	128	57	47	79	336	31	36	243	12	72	29	67	2911	1597	37	38	28	25	38	3880	38	77	61	45	51	155	27	34	100	217278	137	106	265	25	85	61	86	356753	23	23	48
contig-100_36_2	44	118	32	2588	59	34965	17	21053	1511	68	33234	54	111	12	85	46	59	71	31	47	39	67	69	73	12264	78	121	88	78	106	104	428	117	130	77	131	61	51	33	66	75	130	74	32	25	42
contig-100_36_3	79	98	41	593	108	5629	16	3233	463	126	15763	82	134	36	154	77	108	236	96	118	74	173	100	130	2081	99	187	129	130	174	140	152	165	169	81	142	131	88	76	90	94	213	112	64	60	64
contig-100_36_4	11	3	3	27	3	59	1	8	21	3	4	6	85	0	5	3	3	25	18	0	4	43	18	12	8	7	18	51	8	13	20	3	6	13	82254	36	18	80	3	7	34	18	132795	3	2	4
contig-100_37_1	21	24	5622	1089	0	14863	2	8689	633	35	4237	1	111	0	0	0	0	0	9	0	2	116	0	0	359	31	56	130	272	25	0	26	36	2	52	82	27	73	5	10	4	26	38	5	2	8
contig-100_37_2	0	13	24	0	0	0	0	40	0	0	961	2	87	0	0	0	0	1	14	0	0	310	0	0	9	0	7	118	259	0	9	182	0	0	5	8	3	246	1	10	15	18	7	2	0	0
contig-100_37_3	2	3	49	0	0	0	1	0	0	1	252	3	6	0	0	0	0	15	23	0	0	36	1	0	2	4	10	165	397	2	2	0	0	24	3	2	0	505	11	10	0	1	1	0	0	19
contig-100_38_1	31	8	10	51	41	52	19	36	47	29	20	28	116	16	78	42	62	43	21	58	28	49	52	15066	70	58	77	95	119	123	74	44	61	5020	52	48	726	111	109	133	20	9082	66	22	19	47
contig-100_38_2	55	32	26	51	44	73	79	45	86	58	42	57	612	14	87	52	65	46	30	58	31	97	60	84	50	69	124	53	74	103	99	89	103	165	39	108	9080	113	27	149	78	111	83	37	32	31
contig-100_38_3	68	95	24	104	103	119	78	77	156	113	62	85	660	36	310	78	123	1325	99	99	89	85	91	130	68	112	190	99	111	144	277	170	149	170	93	119	964	121	92	122	106	178	121	62	55	73
contig-100_38_4	6	25	22	8	5	5	54	3	2	8	5	6	379	2	106	3	5	210	10	5	3	82	5	3	19	9	14	24	37	7	10	32	8	12	5	33	6	41	4	10	28	18	4	0	3	3
contig-100_38_5	18	16	9	15	18	16	40	7	18	28	12	18	235	10	94	11	21	178	11	18	9	13	18	32	28	23	45	41	64	35	65	37	34	30	12	15	15	26	9	20	25	43	21	5	12	11
contig-100_38_6	0	24	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	8	0	0	37	35	0	127	0	0	0	0	29	0	7	0	75	0	0	4	0	0	0
contig-100_39_1	11	17	18	281	4	4145	109	2044	193	50	0	98	3609	0	30	0	0	0	16	2	0	50	56	8089	27	9	21	23	29	2	41	0	24	9	7	24	1	76	280	1	2432	19	2	41	0	0
contig-100_39_2	0	20	3	0	0	0	2404	0	0	0	10	2745	24794	0	78	0	0	145	18	0	0	8	20	295	26	4	15	27	36	1	80	128	0	10	0	177	19	123	708	42	62562	3	0	1	0	4
contig-100_40_1	3	41	52	1	136	0	3	0	8	0	575	0	14	1	1542	0	0	2	0	6408	2435	17	1	1	714	5	12	4	15	61	90	6	2156	44	7	10	7	204	104	2136	10	24	0	14879	1	9
contig-100_40_2	2	14	18	3	160	0	3315	4	23	2	5	670	736	119	2147	0	1	3	0	0	6	25	1	2	960	7	4	22	87	14	233	5	0	49	4	13	4	10	169	4510	20	5	0	0	0	0
contig-100_41_1	0	148	35	7	0	0	184	1	3	0	3664	1	3	0	876	1	0	31	8	607	203	7	1	0	65	121	223	6	25	5	208	17	1721	135	8	20	7	48	120	8	120	139	45	0	0	0
contig-100_41_2	0	68	35	2	1	12	0	5	11	0	8	1	4	0	0	0	0	67	37	0	0	10	0	0	62	0	0	5	25	1	32	4	0	150	0	51	11	25	0	6	0	144	8	2	0	64
contig-100_41_3	0	44	9	2	3	14	407	1	10	0	0	0	1	0	0	0	0	27	7	0	0	6	0	0	39	0	0	26	119	1	95	2	0	137	3	29	7	10	0	23	6	164	5	21	0	135
contig-100_41_4	0	0	38	39	27	0	679	4	21	0	0	0	30	0	0	2	0	55	26	0	0	60	0	0	14	0	0	2	1	0	48	0	0	0	1	34	38	17	0	6	36	0	0	0	0	0
contig-100_41_5	0	0	24	34	323	0	168	5	29	0	0	0	49	2	4871	2	0	14	8	2	5	71	1	0	4	0	1	15	74	0	153	0	0	0	0	55	7	13	0	0	49	0	9	8	0	0
contig-100_41_6	0	0	14	101	10	0	82	4	159	5	0	9	462	1	5452	0	2	0	0	2	11	6	0	0	0	0	0	0	9	0	87	0	0	0	0	0	1	6	0	0	147	0	0	0	0	0
contig-100_42_1	54	168	13	3698	51	49943	27	31010	2215	164	4024	41	114	18	72	34	49	33	57	46	36	112	437399	42	23154	52	91	65	114	72	296	71	100	77	146	143	52	363	48	43	44	133	63	32	20	197
contig-100_42_2	111	95	25	148	96	142	72	208	146	143	86	71	297	52	157	81	132	85	88	92	81	86	31980	116	80	136	179	106	170	164	489	140	122	170	97	135	108	751	111	167	94	237	148	63	56	335
contig-100_42_3	9	25	4	3	4	5	32	5	4	63	4	8	29	1	8	4	6	5	1	12	4	23	71750	5	24	5	6	10	52	11	121	23	9	31	11	56	5	107	36	45	15	13	8	4	2	544
contig-100_42_4	31	14	22	17	25	19	77	11	18	197	21	20	269	16	31	15	25	16	23	23	17	53	146970	31	47	23	35	22	36	38	273	14	35	46	56	12	15	8	66	23	37	48	41	12	6	540
contig-100_43_1	20	2526	14	15	26	35	63	24	61	25	863	28	793	12	46	20	31	19	24	49455	17174	68	32	40	16	32	46	943	1156	25	40	3372	1643	39	29	18	50	23	8066	23	82	80	30	424	12	14
contig-100_43_2	0	2955	53	1	2	0	21	0	5	0	800	1	69	0	0	0	0	2	48	839	245	18	0	9	20	3	4	317	406	7	41	8767	223	9	5	0	10	4	10710	750	9	27	0	2655	3	14
contig-100_44_1	33	14112	72	37	29	51	50	22	44	38	39	31	152	17	62	26	55	29	63	37	35	23	28	31	32	31	67	64	194	22186	64	62	4000	31261	22	81	47	44	32	439	28	22642	52	27	23	16
contig-100_44_2	122	159	155	151	141	208	54	123	211	154	97	107	362	58	232	142	244	150	80	169	117	137	134	179	98	179	286	207	210	1241	287	219	298	271	135	149	195	191	85	468	121	719	215	100	101	98
contig-100_44_3	0	0	18	0	4	0	12	0	0	0	0	14	180	0	0	0	0	0	10	0	0	19	0	0	3	2	8	8	49	3	32	0	0	2	0	0	23	0	22	282	9	4	0	0	0	0
contig-100_44_4	15	8	29	17	22	31	15	5	22	38	9	22	76	6	22	6	22	11	11	15	21	21	21	22	15	14	41	28	31	24	201	24	26	31	10	86	14	14	17	13	13	47	27	13	9	8
contig-100_45_1	5	19	38	716	37	10200	39	5316	435	0	5096	15	1	0	0	0	0	960	83	2	0	9420	1	0	3129	18	10	94	179	10	16	0	2	4	14	85	1	21	85	23	26	64	0	0	0	0
contig-100_45_2	2	5	0	1037	37	15264	19	7649	684	0	7001	7	6	0	0	0	0	120	1	2	0	9968	2	0	6129	3	4	249	116	2	14	3	0	1	23	94	28	102	63	0	21	22	2	0	0	2
contig-100_45_3	0	39	0	0	3	0	5	0	0	0	26	5	0	0	0	0	0	1	0	0	0	2482	0	0	0	0	3	72	0	0	4	0	0	3	0	2	6	19	15	0	6	17	0	0	0	2
contig-100_45_4	0	0	7	0	59	0	46	0	0	1	88	17	1	0	0	0	0	0	1	1	0	13170	9	0	4	3	9	0	0	0	0	2	0	0	0	0	3	62	75	15	29	6	0	0	0	0
contig-100_45_5	8	0	5	0	6	0	5	0	0	40	6	3	0	0	0	0	0	0	1	0	0	952	0	0	0	0	0	252	534	0	0	1	0	5	0	0	0	1	0	28	2	0	1	0	0	6
contig-100_45_6	0	0	0	0	13	0	4	0	0	4	14	1	0	0	0	0	0	0	0	0	0	3017	0	0	0	4	3	586	1446	1	5	6	0	1	0	0	0	8	71	37	4	0	0	0	0	0
contig-100_45_7	1	0	7	0	0	0	7	0	0	5	13	3	1	4	24	0	0	3	0	0	0	0	0	0	0	1	2	0	1	0	20	0	0	0	0	0	0	5	62	50	8	0	2	0	0	2
